system:index,GlobalID,date,leafing,timestamp,.geo
26,31d95e2f-f47b-49c9-ba99-46e69ba579b5,2023_03_07,Out of Leafs,2024-11-25T21:25:51.319Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
27,daafdede-11d2-48f0-a7fb-a5551de01aa5,2023_03_07,Out of Leafs,2024-11-25T21:25:53.500Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
28,9231d07f-e076-41b3-a466-8a987a180394,2023_03_07,Out of Leafs,2024-11-25T21:25:57.400Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
29,73433e79-9f3f-4b44-b61a-d0f583311f22,2023_03_07,Out of Leafs,2024-11-25T21:25:59.783Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
30,06470e14-a7a9-4685-bdf0-14ee6307e7dc,2023_03_07,Out of Leafs,2024-11-25T21:26:03.214Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
31,6d8727f1-1bff-4b22-be9b-194e83846fb4,2023_03_07,Fully Leafed,2024-11-25T21:26:06.765Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
32,46f61b1f-704d-4a43-9cc8-85bac4432a3f,2023_03_07,Fully Leafed,2024-11-25T21:26:10.427Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
33,99bf53ec-5a88-4124-bb65-68d4a180c760,2023_03_07,Partially Leafed,2024-11-25T21:26:12.981Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
34,a5c45dfa-fb1a-4d1d-a046-4d9bd027a75a,2023_03_07,Out of Leafs,2024-11-25T21:26:17.065Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
35,3b4679bd-76b6-43fe-b740-9f274fea7195,2023_03_07,Partially Leafed,2024-11-25T21:26:19.181Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
36,b19d8062-e35f-431c-852f-f7f1adf57f02,2023_03_07,Fully Leafed,2024-11-25T21:26:22.650Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
37,078e0ab3-42ac-4a64-b96b-09cdf590f024,2023_03_07,Partially Leafed,2024-11-25T21:26:24.934Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
38,131edf4c-b018-40a7-a803-0c76df88dc1d,2023_03_07,Out of Leafs,2024-11-25T21:26:28.308Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
39,9083daef-9855-4d4d-a78f-e17f06ad2ada,2023_03_07,Out of Leafs,2024-11-25T21:26:30.896Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
40,3f201cc2-e767-4bf6-b357-51dbbd13b901,2023_03_07,Fully Leafed,2024-11-25T21:26:35.546Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
41,131edf4c-b018-40a7-a803-0c76df88dc1d,2023_03_07,Out of Leafs,2024-11-25T21:26:37.495Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
42,a366d4f8-2abc-4a52-aefe-20f8466233db,2023_03_07,Fully Leafed,2024-11-25T21:26:46.330Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
43,c13b0b46-8b62-4fcf-bc3b-1863606b581d,2023_03_07,Out of Leafs,2024-11-25T21:26:49.997Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
44,d9ce4645-ab72-411b-a288-bf4cf68992c5,2023_03_07,Out of Leafs,2024-11-25T21:26:53.267Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
45,0fae064a-282a-4ca5-ae26-2e31937efe07,2023_03_07,Fully Leafed,2024-11-25T21:26:57.972Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
46,b0e0daf6-3d04-4565-ad3f-42b83e21c188,2023_03_07,Fully Leafed,2024-11-25T21:27:03.239Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
47,fc641d4a-4e79-46c5-9b37-592ab13d31bf,2023_03_07,Partially Leafed,2024-11-25T21:27:06.195Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
48,80acabb6-ad48-4799-80bc-1a4c0fd71656,2023_03_07,Fully Leafed,2024-11-25T21:27:08.310Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
49,a114c3c2-1bd8-4aa7-8891-3402f47eba0a,2023_03_07,Out of Leafs,2024-11-25T21:27:11.245Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
50,b0e0daf6-3d04-4565-ad3f-42b83e21c188,2023_05_02,Out of Leafs,2024-11-25T21:27:17.832Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
51,fc641d4a-4e79-46c5-9b37-592ab13d31bf,2023_05_02,Out of Leafs,2024-11-25T21:27:20.532Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
52,a230d4dd-a9f9-4aa0-8432-ae08e0067648,2023_05_02,Out of Leafs,2024-11-25T21:27:22.812Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
53,a114c3c2-1bd8-4aa7-8891-3402f47eba0a,2023_05_02,Out of Leafs,2024-11-25T21:27:25.131Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
54,c5628eaf-3383-4ab8-98e6-29c9f6c2d796,2023_05_02,Partially Leafed,2024-11-25T21:27:33.982Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
55,03f69786-9e70-408a-a727-7ff0512d0551,2023_05_02,Partially Leafed,2024-11-25T21:27:36.653Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
56,c9b370cf-7307-4da4-9c5a-e9f3eecf7d3e,2023_05_02,Partially Leafed,2024-11-25T21:27:40.515Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
57,e6f7ceaf-e736-45cb-90fe-3224cdca1c1d,2023_05_02,Out of Leafs,2024-11-25T21:27:43.052Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
58,24ecc049-5b32-4786-824e-7ae320b3b40e,2023_05_02,Out of Leafs,2024-11-25T21:27:47.077Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
59,e03db8cf-6139-4e0b-96da-27a7b4d68ef8,2023_05_02,Out of Leafs,2024-11-25T21:27:55.071Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
60,bd01e811-90f3-4a45-b149-7570248f7ba3,2023_05_02,Fully Leafed,2024-11-25T21:28:57.207Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
61,7b1acde9-37eb-4fd9-82aa-bded8b60195e,2023_05_02,Out of Leafs,2024-11-25T21:29:03.163Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
62,7b1acde9-37eb-4fd9-82aa-bded8b60195e,2023_06_21,Out of Leafs,2024-11-25T21:29:09.860Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
63,72a2afe2-a4eb-4e13-97ca-a8eb6d8ebcb4,2023_06_21,Fully Leafed,2024-11-25T21:29:26.772Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
64,54cc22ba-640a-42b9-bae0-eb02554086cf,2023_09_05,Fully Leafed,2024-11-25T21:29:39.222Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
65,b5133434-1910-4069-9e34-899fac89dea3,2023_09_05,Fully Leafed,2024-11-25T21:29:41.481Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
66,93d06e14-3d23-493c-a0b1-f74fd674eb46,2023_09_05,Fully Leafed,2024-11-25T21:29:45.676Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
67,6e63183c-d0d7-43bf-933f-45fde1c1dc1c,2023_10_11,Fully Leafed,2024-11-25T21:30:01.353Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
68,c610d05b-81e1-4611-a573-e9719f8cc0c4,2023_10_11,Fully Leafed,2024-11-25T21:30:04.764Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
69,d6037f14-e0b7-4093-a7fa-70db99defcd7,2024_01_09,Out of Leafs,2024-11-25T21:30:20.036Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
70,06470e14-a7a9-4685-bdf0-14ee6307e7dc,2024_01_09,Out of Leafs,2024-11-25T21:30:25.619Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
71,f40b162f-9e92-4de6-82e0-3d6ff2289866,2024_01_09,Fully Leafed,2024-11-25T21:30:32.247Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
72,ee0f66cc-2abb-4fce-add4-8c442f4c380e,2024_01_09,Out of Leafs,2024-11-25T21:30:34.854Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
73,4495b044-8a40-4d5a-892e-3fa089b58f53,2024_01_09,Out of Leafs,2024-11-25T21:30:37.607Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
74,2c120d7f-82bd-4973-a6e0-20600122e632,2024_01_09,Out of Leafs,2024-11-25T21:30:41.795Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
75,078e0ab3-42ac-4a64-b96b-09cdf590f024,2024_01_09,Fully Leafed,2024-11-25T21:30:45.355Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
76,b19d8062-e35f-431c-852f-f7f1adf57f02,2024_01_09,Fully Leafed,2024-11-25T21:30:47.705Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
77,4217e076-55e3-408e-9b32-89921cefcb4c,2023_05_16,Partially Leafed,2024-11-25T21:30:59.032Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
78,d1d6273f-2936-44b6-8266-ba25f8394aa9,2023_05_16,Out of Leafs,2024-11-25T21:31:02.184Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
79,5d38cc30-e80b-480a-8f86-89f86488416e,2023_05_16,Partially Leafed,2024-11-25T21:31:04.598Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
80,d4ac59df-2803-4f31-9312-cb44b8b2c95f,2022_09_29,Partially Leafed,2024-11-25T21:31:14.134Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
81,54cc22ba-640a-42b9-bae0-eb02554086cf,2022_09_29,Fully Leafed,2024-11-25T21:31:18.770Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
82,81999dbd-1379-4dcb-9d85-3362649f7abc,2022_09_29,Fully Leafed,2024-11-25T21:31:23.903Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
