,polygon_id,label_int,label
102,03e3899e-0c1e-4822-841c-7065f78fba2b_2023-05-23.png,20,95.0_no
103,03e3899e-0c1e-4822-841c-7065f78fba2b_2023-07-11.png,19,90.0_no
104,03f69786-9e70-408a-a727-7ff0512d0551_2023-05-02.png,9,45.0_no
105,042dae66-5afa-484c-b622-63a898cfc0a9_2023-04-04.png,2,100.0_no
106,042dae66-5afa-484c-b622-63a898cfc0a9_2023-04-25.png,2,100.0_no
107,04cc5441-f67f-42bf-8dc6-13f1ecdc2e50_2023-04-25.png,0,0.0_no
108,0515cead-b57b-43ab-9f73-3ce8337c0200_2021-03-25.png,2,100.0_no
109,05349bf1-e177-489a-a404-e043dbe2060d_2018-05-23.png,2,100.0_no
110,05349bf1-e177-489a-a404-e043dbe2060d_2018-07-24.png,2,100.0_no
111,05349bf1-e177-489a-a404-e043dbe2060d_2019-02-25.png,0,0.0_no
112,05349bf1-e177-489a-a404-e043dbe2060d_2019-04-24.png,2,100.0_no
113,05349bf1-e177-489a-a404-e043dbe2060d_2019-05-31.png,2,100.0_no
114,05349bf1-e177-489a-a404-e043dbe2060d_2021-02-25.png,0,0.0_no
115,05349bf1-e177-489a-a404-e043dbe2060d_2021-07-02.png,2,100.0_no
116,05349bf1-e177-489a-a404-e043dbe2060d_2023-04-04.png,4,20.0_no
117,05349bf1-e177-489a-a404-e043dbe2060d_2023-05-23.png,2,100.0_no
118,05349bf1-e177-489a-a404-e043dbe2060d_2023-06-13.png,2,100.0_no
119,05349bf1-e177-489a-a404-e043dbe2060d_2023-06-21.png,2,100.0_no
120,05454b7d-96a8-433f-b960-f620f8dc134a_2022-12-28.png,2,100.0_no
121,06470e14-a7a9-4685-bdf0-14ee6307e7dc_2019-10-17.png,2,100.0_no
122,06470e14-a7a9-4685-bdf0-14ee6307e7dc_2022-11-24.png,0,0.0_no
123,06470e14-a7a9-4685-bdf0-14ee6307e7dc_2023-02-28.png,0,0.0_no
124,06470e14-a7a9-4685-bdf0-14ee6307e7dc_2023-03-21.png,0,0.0_no
125,06470e14-a7a9-4685-bdf0-14ee6307e7dc_2023-03-28.png,0,0.0_no
126,06470e14-a7a9-4685-bdf0-14ee6307e7dc_2023-04-04.png,0,0.0_no
127,06470e14-a7a9-4685-bdf0-14ee6307e7dc_2023-10-31.png,15,70.0_no
128,06966454-7ca6-4168-9736-bd76ed153a9d_2019-06-27.png,2,100.0_no
130,06966454-7ca6-4168-9736-bd76ed153a9d_2023-04-04.png,20,95.0_no
131,06966454-7ca6-4168-9736-bd76ed153a9d_2023-05-02.png,16,75.0_no
132,06b1e9ec-291f-4534-9ed0-b309b0646b5d_2019-05-31.png,13,60.0_no
134,07229996-c4ee-4a89-b965-b388ae155457_2023-06-13.png,2,100.0_no
135,072d4990-8700-4401-92e5-ec5690cd41c7_2023-07-26.png,2,100.0_no
136,0732ecc5-a138-46a7-bf04-908e86f59c7f_2018-04-04.png,2,100.0_no
137,0732ecc5-a138-46a7-bf04-908e86f59c7f_2018-04-25.png,2,100.0_no
138,0732ecc5-a138-46a7-bf04-908e86f59c7f_2018-08-27.png,2,100.0_no
139,0732ecc5-a138-46a7-bf04-908e86f59c7f_2019-02-25.png,2,100.0_no
140,0732ecc5-a138-46a7-bf04-908e86f59c7f_2019-04-24.png,2,100.0_no
141,0732ecc5-a138-46a7-bf04-908e86f59c7f_2019-06-27.png,20,95.0_no
142,0732ecc5-a138-46a7-bf04-908e86f59c7f_2019-10-17.png,2,100.0_no
143,0732ecc5-a138-46a7-bf04-908e86f59c7f_2019-12-26.png,2,100.0_no
144,0732ecc5-a138-46a7-bf04-908e86f59c7f_2020-05-27.png,2,100.0_no
145,0732ecc5-a138-46a7-bf04-908e86f59c7f_2020-11-25.png,10,5.0_no
146,0732ecc5-a138-46a7-bf04-908e86f59c7f_2020-12-22.png,0,0.0_no
147,0732ecc5-a138-46a7-bf04-908e86f59c7f_2021-01-27.png,0,0.0_no
148,0732ecc5-a138-46a7-bf04-908e86f59c7f_2021-02-25.png,0,0.0_no
149,0732ecc5-a138-46a7-bf04-908e86f59c7f_2021-03-25.png,2,100.0_no
150,0732ecc5-a138-46a7-bf04-908e86f59c7f_2021-07-02.png,2,100.0_no
151,0732ecc5-a138-46a7-bf04-908e86f59c7f_2021-12-28.png,2,100.0_no
152,0732ecc5-a138-46a7-bf04-908e86f59c7f_2022-04-27.png,2,100.0_no
153,0732ecc5-a138-46a7-bf04-908e86f59c7f_2022-10-27.png,2,100.0_no
154,0732ecc5-a138-46a7-bf04-908e86f59c7f_2022-12-28.png,2,100.0_no
155,0732ecc5-a138-46a7-bf04-908e86f59c7f_2023-02-28.png,8,40.0_no
156,0732ecc5-a138-46a7-bf04-908e86f59c7f_2023-03-21.png,3,15.0_no
157,0732ecc5-a138-46a7-bf04-908e86f59c7f_2023-03-28.png,4,20.0_no
158,0732ecc5-a138-46a7-bf04-908e86f59c7f_2023-04-04.png,2,100.0_no
159,0732ecc5-a138-46a7-bf04-908e86f59c7f_2023-04-25.png,2,100.0_no
160,0732ecc5-a138-46a7-bf04-908e86f59c7f_2023-05-02.png,2,100.0_no
161,0732ecc5-a138-46a7-bf04-908e86f59c7f_2023-05-16.png,2,100.0_no
162,0732ecc5-a138-46a7-bf04-908e86f59c7f_2023-05-23.png,2,100.0_no
163,0732ecc5-a138-46a7-bf04-908e86f59c7f_2023-06-13.png,2,100.0_no
164,0732ecc5-a138-46a7-bf04-908e86f59c7f_2023-10-31.png,17,80.0_no
165,0732ecc5-a138-46a7-bf04-908e86f59c7f_2023-11-14.png,0,0.0_no
166,0732ecc5-a138-46a7-bf04-908e86f59c7f_2023-11-27.png,4,20.0_no
167,0732ecc5-a138-46a7-bf04-908e86f59c7f_2024-01-03.png,0,0.0_no
168,0732ecc5-a138-46a7-bf04-908e86f59c7f_2024-02-08.png,4,20.0_no
169,0732ecc5-a138-46a7-bf04-908e86f59c7f_2024-02-15.png,0,0.0_no
170,0732ecc5-a138-46a7-bf04-908e86f59c7f_2024-02-21.png,0,0.0_no
171,07479b00-d05e-4ac0-bebd-8066edef6278_2023-03-07.png,2,100.0_no
172,078e0ab3-42ac-4a64-b96b-09cdf590f024_2018-04-04.png,10,5.0_no
173,078e0ab3-42ac-4a64-b96b-09cdf590f024_2018-04-25.png,2,100.0_no
174,078e0ab3-42ac-4a64-b96b-09cdf590f024_2018-07-24.png,2,100.0_no
175,078e0ab3-42ac-4a64-b96b-09cdf590f024_2018-08-27.png,2,100.0_no
176,078e0ab3-42ac-4a64-b96b-09cdf590f024_2019-02-25.png,16,75.0_no
177,078e0ab3-42ac-4a64-b96b-09cdf590f024_2019-03-25.png,1,10.0_no
178,078e0ab3-42ac-4a64-b96b-09cdf590f024_2019-04-24.png,10,5.0_no
179,078e0ab3-42ac-4a64-b96b-09cdf590f024_2019-06-27.png,21,yes_dip
180,078e0ab3-42ac-4a64-b96b-09cdf590f024_2019-09-23.png,2,100.0_no
181,078e0ab3-42ac-4a64-b96b-09cdf590f024_2019-10-17.png,2,100.0_no
182,078e0ab3-42ac-4a64-b96b-09cdf590f024_2019-12-26.png,2,100.0_no
183,078e0ab3-42ac-4a64-b96b-09cdf590f024_2020-01-24.png,2,100.0_no
184,078e0ab3-42ac-4a64-b96b-09cdf590f024_2020-05-27.png,2,100.0_no
185,078e0ab3-42ac-4a64-b96b-09cdf590f024_2020-09-21.png,2,100.0_no
186,078e0ab3-42ac-4a64-b96b-09cdf590f024_2020-11-25.png,2,100.0_no
187,078e0ab3-42ac-4a64-b96b-09cdf590f024_2020-12-22.png,2,100.0_no
188,078e0ab3-42ac-4a64-b96b-09cdf590f024_2021-01-27.png,2,100.0_no
189,078e0ab3-42ac-4a64-b96b-09cdf590f024_2021-03-25.png,4,20.0_no
190,078e0ab3-42ac-4a64-b96b-09cdf590f024_2021-07-02.png,21,yes_dip
191,078e0ab3-42ac-4a64-b96b-09cdf590f024_2021-08-25.png,2,100.0_no
192,078e0ab3-42ac-4a64-b96b-09cdf590f024_2021-09-29.png,2,100.0_no
193,078e0ab3-42ac-4a64-b96b-09cdf590f024_2021-12-28.png,2,100.0_no
194,078e0ab3-42ac-4a64-b96b-09cdf590f024_2022-04-27.png,2,100.0_no
195,078e0ab3-42ac-4a64-b96b-09cdf590f024_2022-07-27.png,2,100.0_no
196,078e0ab3-42ac-4a64-b96b-09cdf590f024_2022-10-27.png,2,100.0_no
197,078e0ab3-42ac-4a64-b96b-09cdf590f024_2022-11-24.png,2,100.0_no
198,078e0ab3-42ac-4a64-b96b-09cdf590f024_2022-12-28.png,2,100.0_no
199,078e0ab3-42ac-4a64-b96b-09cdf590f024_2023-02-14.png,19,90.0_no
200,078e0ab3-42ac-4a64-b96b-09cdf590f024_2023-02-28.png,11,50.0_no
201,078e0ab3-42ac-4a64-b96b-09cdf590f024_2023-03-07.png,17,80.0_no
202,078e0ab3-42ac-4a64-b96b-09cdf590f024_2023-03-21.png,1,10.0_no
203,078e0ab3-42ac-4a64-b96b-09cdf590f024_2023-03-28.png,0,0.0_no
204,078e0ab3-42ac-4a64-b96b-09cdf590f024_2023-04-04.png,0,0.0_no
205,078e0ab3-42ac-4a64-b96b-09cdf590f024_2023-04-11.png,10,5.0_no
206,078e0ab3-42ac-4a64-b96b-09cdf590f024_2023-04-18.png,0,0.0_no
207,078e0ab3-42ac-4a64-b96b-09cdf590f024_2023-04-25.png,0,0.0_no
208,078e0ab3-42ac-4a64-b96b-09cdf590f024_2023-05-02.png,2,100.0_no
209,078e0ab3-42ac-4a64-b96b-09cdf590f024_2023-05-16.png,2,100.0_no
210,078e0ab3-42ac-4a64-b96b-09cdf590f024_2023-05-23.png,2,100.0_no
211,078e0ab3-42ac-4a64-b96b-09cdf590f024_2023-06-13.png,21,yes_dip
212,078e0ab3-42ac-4a64-b96b-09cdf590f024_2023-06-21.png,21,yes_dip
213,078e0ab3-42ac-4a64-b96b-09cdf590f024_2023-06-27.png,21,yes_dip
214,078e0ab3-42ac-4a64-b96b-09cdf590f024_2023-07-11.png,21,yes_dip
215,078e0ab3-42ac-4a64-b96b-09cdf590f024_2023-07-26.png,2,100.0_no
216,078e0ab3-42ac-4a64-b96b-09cdf590f024_2023-08-08.png,2,100.0_no
217,078e0ab3-42ac-4a64-b96b-09cdf590f024_2023-09-12.png,2,100.0_no
218,078e0ab3-42ac-4a64-b96b-09cdf590f024_2023-09-19.png,2,100.0_no
219,078e0ab3-42ac-4a64-b96b-09cdf590f024_2023-10-03.png,2,100.0_no
220,078e0ab3-42ac-4a64-b96b-09cdf590f024_2023-10-24.png,2,100.0_no
221,078e0ab3-42ac-4a64-b96b-09cdf590f024_2023-10-31.png,2,100.0_no
222,078e0ab3-42ac-4a64-b96b-09cdf590f024_2023-11-14.png,2,100.0_no
223,078e0ab3-42ac-4a64-b96b-09cdf590f024_2023-11-27.png,2,100.0_no
224,078e0ab3-42ac-4a64-b96b-09cdf590f024_2024-01-03.png,2,100.0_no
225,078e0ab3-42ac-4a64-b96b-09cdf590f024_2024-02-01.png,19,90.0_no
226,078e0ab3-42ac-4a64-b96b-09cdf590f024_2024-02-08.png,20,95.0_no
227,078e0ab3-42ac-4a64-b96b-09cdf590f024_2024-02-15.png,17,80.0_no
228,078e0ab3-42ac-4a64-b96b-09cdf590f024_2024-02-21.png,3,15.0_no
229,07b1099c-e778-4dce-b3c8-14ad27373550_2018-04-25.png,2,100.0_no
230,07b1099c-e778-4dce-b3c8-14ad27373550_2019-12-26.png,2,100.0_no
231,07b1099c-e778-4dce-b3c8-14ad27373550_2022-10-27.png,2,100.0_no
232,07b1099c-e778-4dce-b3c8-14ad27373550_2022-11-24.png,2,100.0_no
233,07b1099c-e778-4dce-b3c8-14ad27373550_2023-03-07.png,2,100.0_no
234,07b1099c-e778-4dce-b3c8-14ad27373550_2023-09-12.png,0,0.0_no
235,07b1099c-e778-4dce-b3c8-14ad27373550_2024-02-15.png,2,100.0_no
236,085ee4f5-18d0-4be4-b9b5-367f219b9022_2019-05-31.png,2,100.0_no
237,08805939-f289-4ba7-b40d-c37788fa9ff8_2018-04-25.png,2,100.0_no
239,08c4ec87-3de9-40d7-b64e-d3a85534739e_2022-03-30.png,0,0.0_no
240,08c4ec87-3de9-40d7-b64e-d3a85534739e_2022-04-27.png,0,0.0_no
241,08c4ec87-3de9-40d7-b64e-d3a85534739e_2022-12-28.png,0,0.0_no
242,09b02775-32a0-44eb-a2d1-d040417b86eb_2022-10-27.png,6,30.0_no
243,09b02775-32a0-44eb-a2d1-d040417b86eb_2022-11-24.png,20,95.0_no
245,0a2ad212-6921-4f87-bdd6-454daf44b33f_2023-10-31.png,2,100.0_no
246,0a3817e8-3335-4508-be71-2bd98ce68dda_2018-04-25.png,2,100.0_no
247,0a3817e8-3335-4508-be71-2bd98ce68dda_2018-07-24.png,2,100.0_no
248,0a3817e8-3335-4508-be71-2bd98ce68dda_2018-08-27.png,2,100.0_no
249,0a3817e8-3335-4508-be71-2bd98ce68dda_2019-02-25.png,2,100.0_no
250,0a3817e8-3335-4508-be71-2bd98ce68dda_2019-12-26.png,2,100.0_no
251,0a3817e8-3335-4508-be71-2bd98ce68dda_2020-01-24.png,2,100.0_no
252,0a3817e8-3335-4508-be71-2bd98ce68dda_2020-05-27.png,2,100.0_no
253,0a3817e8-3335-4508-be71-2bd98ce68dda_2020-12-22.png,2,100.0_no
254,0a3817e8-3335-4508-be71-2bd98ce68dda_2021-03-25.png,2,100.0_no
255,0a3817e8-3335-4508-be71-2bd98ce68dda_2021-12-28.png,2,100.0_no
256,0a3817e8-3335-4508-be71-2bd98ce68dda_2022-07-27.png,2,100.0_no
257,0a3817e8-3335-4508-be71-2bd98ce68dda_2022-10-27.png,2,100.0_no
258,0a3817e8-3335-4508-be71-2bd98ce68dda_2022-11-24.png,2,100.0_no
259,0a3817e8-3335-4508-be71-2bd98ce68dda_2023-02-28.png,2,100.0_no
260,0a3817e8-3335-4508-be71-2bd98ce68dda_2023-04-18.png,20,95.0_no
261,0a3817e8-3335-4508-be71-2bd98ce68dda_2023-04-25.png,2,100.0_no
262,0a3817e8-3335-4508-be71-2bd98ce68dda_2023-05-02.png,2,100.0_no
263,0a3817e8-3335-4508-be71-2bd98ce68dda_2023-06-13.png,2,100.0_no
264,0a3817e8-3335-4508-be71-2bd98ce68dda_2023-06-21.png,2,100.0_no
265,0a3817e8-3335-4508-be71-2bd98ce68dda_2023-07-11.png,2,100.0_no
266,0a3817e8-3335-4508-be71-2bd98ce68dda_2023-07-26.png,2,100.0_no
267,0a3817e8-3335-4508-be71-2bd98ce68dda_2023-08-08.png,2,100.0_no
268,0a3817e8-3335-4508-be71-2bd98ce68dda_2023-09-19.png,2,100.0_no
269,0a3817e8-3335-4508-be71-2bd98ce68dda_2023-10-24.png,2,100.0_no
270,0a3817e8-3335-4508-be71-2bd98ce68dda_2023-10-31.png,2,100.0_no
271,0a3817e8-3335-4508-be71-2bd98ce68dda_2023-11-14.png,2,100.0_no
272,0a3817e8-3335-4508-be71-2bd98ce68dda_2024-01-17.png,2,100.0_no
273,0a3817e8-3335-4508-be71-2bd98ce68dda_2024-02-08.png,2,100.0_no
274,0a3817e8-3335-4508-be71-2bd98ce68dda_2024-02-15.png,2,100.0_no
275,0b5c5a8f-4888-4e8d-ad00-4d7ea9988c80_2021-08-25.png,2,100.0_no
276,0b5c5a8f-4888-4e8d-ad00-4d7ea9988c80_2023-04-18.png,2,100.0_no
277,0bbb829b-f68e-44c1-949f-57ef33c0f591_2019-12-26.png,2,100.0_no
278,0bbb829b-f68e-44c1-949f-57ef33c0f591_2024-02-21.png,2,100.0_no
279,0d1c24b9-4f81-4cc5-bda7-91b228555612_2018-04-04.png,2,100.0_no
280,0d1c24b9-4f81-4cc5-bda7-91b228555612_2018-04-25.png,2,100.0_no
281,0d1c24b9-4f81-4cc5-bda7-91b228555612_2019-02-25.png,2,100.0_no
282,0d1c24b9-4f81-4cc5-bda7-91b228555612_2019-05-31.png,2,100.0_no
283,0d1c24b9-4f81-4cc5-bda7-91b228555612_2019-10-17.png,10,5.0_no
284,0d1c24b9-4f81-4cc5-bda7-91b228555612_2019-12-26.png,2,100.0_no
285,0d1c24b9-4f81-4cc5-bda7-91b228555612_2020-01-24.png,2,100.0_no
286,0d1c24b9-4f81-4cc5-bda7-91b228555612_2020-05-27.png,2,100.0_no
287,0d1c24b9-4f81-4cc5-bda7-91b228555612_2021-01-27.png,2,100.0_no
288,0d1c24b9-4f81-4cc5-bda7-91b228555612_2023-03-21.png,2,100.0_no
289,0d1c24b9-4f81-4cc5-bda7-91b228555612_2023-03-28.png,2,100.0_no
290,0d1c24b9-4f81-4cc5-bda7-91b228555612_2023-04-04.png,2,100.0_no
291,0d1c24b9-4f81-4cc5-bda7-91b228555612_2023-04-18.png,2,100.0_no
292,0d1c24b9-4f81-4cc5-bda7-91b228555612_2023-05-23.png,2,100.0_no
293,0d1c24b9-4f81-4cc5-bda7-91b228555612_2023-06-27.png,2,100.0_no
294,0d1c24b9-4f81-4cc5-bda7-91b228555612_2023-07-26.png,2,100.0_no
295,0d1c24b9-4f81-4cc5-bda7-91b228555612_2023-11-14.png,2,100.0_no
296,0d1c24b9-4f81-4cc5-bda7-91b228555612_2024-02-08.png,2,100.0_no
297,0d1c24b9-4f81-4cc5-bda7-91b228555612_2024-02-15.png,2,100.0_no
298,0e6d3e00-7797-46fb-b57c-039aca5ce308_2018-08-27.png,19,90.0_no
299,0e6d3e00-7797-46fb-b57c-039aca5ce308_2019-04-24.png,20,95.0_no
300,0e6d3e00-7797-46fb-b57c-039aca5ce308_2019-06-27.png,20,95.0_no
302,0e6d3e00-7797-46fb-b57c-039aca5ce308_2019-10-17.png,2,100.0_no
303,0e6d3e00-7797-46fb-b57c-039aca5ce308_2019-12-26.png,2,100.0_no
304,0e6d3e00-7797-46fb-b57c-039aca5ce308_2020-01-24.png,19,90.0_no
305,0e6d3e00-7797-46fb-b57c-039aca5ce308_2020-05-27.png,2,100.0_no
306,0e6d3e00-7797-46fb-b57c-039aca5ce308_2020-12-22.png,0,0.0_no
307,0e6d3e00-7797-46fb-b57c-039aca5ce308_2021-03-25.png,19,90.0_no
308,0e6d3e00-7797-46fb-b57c-039aca5ce308_2021-09-29.png,2,100.0_no
309,0e6d3e00-7797-46fb-b57c-039aca5ce308_2021-12-28.png,2,100.0_no
310,0e6d3e00-7797-46fb-b57c-039aca5ce308_2022-04-27.png,2,100.0_no
311,0e6d3e00-7797-46fb-b57c-039aca5ce308_2022-07-27.png,2,100.0_no
