system:index,GlobalID,date,leafing,timestamp,.geo
44,0c00d904-63a1-494d-94df-1442ba253e47,2024_02_15,Out of Leafs,2024-11-29T14:48:43.520Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
45,583d55b5-243a-407e-8be2-ca2f9fec135f,2024_02_15,Partially Leafed,2024-11-29T14:48:48.304Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
46,c9cf8244-fe3d-48b0-a766-6d82d934ec33,2024_02_15,Partially Leafed,2024-11-29T14:48:51.710Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
47,0732ecc5-a138-46a7-bf04-908e86f59c7f,2024_02_15,Out of Leafs,2024-11-29T14:48:55.882Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
48,d27111ba-cbe1-4bf1-9857-e7f475b1a1a5,2024_02_15,Fully Leafed,2024-11-29T14:49:05.181Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
49,9231d07f-e076-41b3-a466-8a987a180394,2024_02_15,Fully Leafed,2024-11-29T14:49:08.493Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
50,31d95e2f-f47b-49c9-ba99-46e69ba579b5,2024_02_15,Out of Leafs,2024-11-29T14:49:10.496Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
51,73433e79-9f3f-4b44-b61a-d0f583311f22,2024_02_15,Out of Leafs,2024-11-29T14:49:12.770Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
52,daafdede-11d2-48f0-a7fb-a5551de01aa5,2024_02_15,Out of Leafs,2024-11-29T14:49:17.086Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
53,6e63183c-d0d7-43bf-933f-45fde1c1dc1c,2024_02_15,Out of Leafs,2024-11-29T14:49:23.950Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
54,30a7e096-38c5-4063-ad74-316add4b989a,2024_02_15,Out of Leafs,2024-11-29T14:49:28.103Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
55,fa23842a-ea4a-4319-a455-9ddcc22bb3c3,2024_02_08,Out of Leafs,2024-11-29T14:49:47.013Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
56,4495b044-8a40-4d5a-892e-3fa089b58f53,2024_02_08,Out of Leafs,2024-11-29T14:49:57.341Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
57,6d8feebe-e21b-4031-8b62-2c68228d16fa,2024_02_08,Out of Leafs,2024-11-29T14:50:06.018Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
58,922bf85b-f020-438d-91b7-86a2b5645b25,2024_02_08,Out of Leafs,2024-11-29T14:50:11.149Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
59,6bf8d1d5-9961-4b9f-a019-a8c31949f892,2024_02_08,Fully Leafed,2024-11-29T14:50:15.077Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
60,b8575e32-a1bf-4eac-9e06-7488308f7ba0,2024_02_08,Fully Leafed,2024-11-29T14:50:17.517Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
61,b64d553c-5249-4054-92c2-17f38034c737,2024_02_08,Fully Leafed,2024-11-29T14:50:21.279Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
62,0732ecc5-a138-46a7-bf04-908e86f59c7f,2024_02_08,Out of Leafs,2024-11-29T14:50:28.748Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
63,c9cf8244-fe3d-48b0-a766-6d82d934ec33,2024_02_01,Partially Leafed,2024-11-29T14:50:47.192Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
64,39cb82d4-bb06-497c-baa7-1b8628973ae7,2024_02_01,Fully Leafed,2024-11-29T14:50:51.622Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
65,c1631b71-e3df-4b44-9c62-c587197bd7d4,2024_02_01,Partially Leafed,2024-11-29T14:50:55.320Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
66,4c123488-85cc-4c89-9b0e-2fc73c565521,2024_02_01,Out of Leafs,2024-11-29T14:50:57.585Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
67,a53ef977-6375-4f43-a45a-09e6655add4b,2024_01_25,Out of Leafs,2024-11-29T14:51:10.547Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
68,131edf4c-b018-40a7-a803-0c76df88dc1d,2024_01_25,Out of Leafs,2024-11-29T14:51:26.822Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
69,927de650-ec98-4e22-a8c8-2a47f56bf6f2,2024_01_25,Out of Leafs,2024-11-29T14:51:32.860Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
70,1b2d824f-e332-48a7-900c-36972643cdc6,2024_01_25,Out of Leafs,2024-11-29T14:51:35.239Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
71,b0e0daf6-3d04-4565-ad3f-42b83e21c188,2024_01_25,Out of Leafs,2024-11-29T14:52:03.980Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
72,c13b0b46-8b62-4fcf-bc3b-1863606b581d,2024_01_25,Partially Leafed,2024-11-29T14:52:12.717Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
73,c13b0b46-8b62-4fcf-bc3b-1863606b581d,2024_01_17,Partially Leafed,2024-11-29T14:52:19.441Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
74,7f8eba52-c7f6-4dc5-b1c1-b1569036ec2e,2024_01_17,Partially Leafed,2024-11-29T14:52:26.757Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
75,078e0ab3-42ac-4a64-b96b-09cdf590f024,2024_01_17,Fully Leafed,2024-11-29T14:52:36.151Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
76,3b4679bd-76b6-43fe-b740-9f274fea7195,2024_01_17,Fully Leafed,2024-11-29T14:52:39.353Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
77,81999dbd-1379-4dcb-9d85-3362649f7abc,2024_01_17,Partially Leafed,2024-11-29T14:52:46.705Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
78,d6037f14-e0b7-4093-a7fa-70db99defcd7,2024_01_17,Out of Leafs,2024-11-29T14:52:52.186Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
79,6e63183c-d0d7-43bf-933f-45fde1c1dc1c,2024_01_17,Out of Leafs,2024-11-29T14:53:00.741Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
80,76424c7c-518a-415d-bcb8-b8933683c2ed,2024_01_09,Fully Leafed,2024-11-29T14:53:15.718Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
81,9231d07f-e076-41b3-a466-8a987a180394,2024_01_09,Fully Leafed,2024-11-29T14:53:19.041Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
82,bcbab2f5-feee-4042-86bb-6e3a76b00832,2024_01_09,Fully Leafed,2024-11-29T14:53:22.263Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
83,0732ecc5-a138-46a7-bf04-908e86f59c7f,2024_01_09,Out of Leafs,2024-11-29T14:53:29.572Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
84,b64d553c-5249-4054-92c2-17f38034c737,2024_01_09,Fully Leafed,2024-11-29T14:53:33.903Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
85,583d55b5-243a-407e-8be2-ca2f9fec135f,2024_01_09,Partially Leafed,2024-11-29T14:53:36.288Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
86,583d55b5-243a-407e-8be2-ca2f9fec135f,2024_01_03,Partially Leafed,2024-11-29T14:53:44.920Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
87,4c123488-85cc-4c89-9b0e-2fc73c565521,2024_01_03,Out of Leafs,2024-11-29T14:53:48.293Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
88,e35fe388-2ed7-43b6-bea8-e6f0a8f899c9,2024_01_03,Out of Leafs,2024-11-29T14:53:51.627Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
89,6d8feebe-e21b-4031-8b62-2c68228d16fa,2024_01_03,Out of Leafs,2024-11-29T14:53:55.212Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
90,0e6d3e00-7797-46fb-b57c-039aca5ce308,2024_01_03,Out of Leafs,2024-11-29T14:54:18.345Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
91,fc0fdb29-e463-4918-a3e8-c707b64f0bcc,2024_01_03,Out of Leafs,2024-11-29T14:54:22.997Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
92,0fae064a-282a-4ca5-ae26-2e31937efe07,2024_01_03,Fully Leafed,2024-11-29T14:54:27.963Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
93,d79de1da-2d84-460a-bdfe-cf9abc9a5832,2024_01_03,Fully Leafed,2024-11-29T14:54:30.442Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
94,b0e0daf6-3d04-4565-ad3f-42b83e21c188,2024_01_03,Out of Leafs,2024-11-29T14:54:32.992Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
95,80acabb6-ad48-4799-80bc-1a4c0fd71656,2024_01_03,Out of Leafs,2024-11-29T14:54:36.211Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
96,e6f7ceaf-e736-45cb-90fe-3224cdca1c1d,2024_01_03,Out of Leafs,2024-11-29T14:54:50.890Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
97,1b91eb07-99cb-44ce-83a1-1b610577f395,2024_01_03,Out of Leafs,2024-11-29T14:54:53.679Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
98,e6f7ceaf-e736-45cb-90fe-3224cdca1c1d,2023_12_12,Out of Leafs,2024-11-29T14:55:02.968Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
99,d6b6e4ed-8feb-499a-838c-a788619747da,2023_12_12,Fully Leafed,2024-11-29T14:55:08.603Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
100,078e0ab3-42ac-4a64-b96b-09cdf590f024,2023_12_12,Fully Leafed,2024-11-29T14:55:15.445Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
101,93d06e14-3d23-493c-a0b1-f74fd674eb46,2023_12_12,Partially Leafed,2024-11-29T14:55:22.295Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
102,631eda4a-43cc-4868-9bf9-9524cf5d20be,2023_12_12,Partially Leafed,2024-11-29T14:55:24.264Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
103,c92ed153-f548-413b-b61c-13edec7d5422,2023_12_12,Out of Leafs,2024-11-29T14:55:28.582Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
104,d1aa2f45-83cf-4f35-8f66-f531e2082ce9,2023_12_12,Partially Leafed,2024-11-29T14:55:32.123Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
105,81999dbd-1379-4dcb-9d85-3362649f7abc,2023_12_12,Partially Leafed,2024-11-29T14:55:37.031Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
106,9231d07f-e076-41b3-a466-8a987a180394,2023_12_12,Partially Leafed,2024-11-29T14:55:46.635Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
107,ee0f66cc-2abb-4fce-add4-8c442f4c380e,2023_12_05,Partially Leafed,2024-11-29T14:56:47.135Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
108,2c120d7f-82bd-4973-a6e0-20600122e632,2023_12_05,Partially Leafed,2024-11-29T14:56:53.182Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
109,5751d76f-ff25-4f79-a77c-6fb36d4cf52b,2023_12_05,Fully Leafed,2024-11-29T14:57:00.875Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
110,c0441a9c-8746-4a43-83a4-a052c52db4d3,2023_12_05,Fully Leafed,2024-11-29T14:57:05.587Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
111,c774b96e-c1a4-47e0-9c36-9bdbe97fc832,2023_12_05,Out of Leafs,2024-11-29T14:57:12.250Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
112,ccfbdab4-92b2-440b-a773-ef51ecb5e76d,2023_11_27,Out of Leafs,2024-11-29T14:57:20.294Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
113,c774b96e-c1a4-47e0-9c36-9bdbe97fc832,2023_11_27,Out of Leafs,2024-11-29T14:57:22.589Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
114,6e0fbd1a-2a30-4c9d-bb48-5054fad5b97b,2023_11_27,Fully Leafed,2024-11-29T14:57:27.400Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
115,4b7feb78-6af2-4b56-a1d5-b0921a9612d1,2023_11_27,Fully Leafed,2024-11-29T14:57:29.981Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
