system:index,GlobalID,date,leafing,timestamp,.geo
22,0d1c24b9-4f81-4cc5-bda7-91b228555612,2018_04_04,Fully Leafed,2024-11-25T21:02:22.501Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
23,7b1acde9-37eb-4fd9-82aa-bded8b60195e,2019_07_24,Out of Leafs,2024-11-25T21:02:33.233Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
24,c5628eaf-3383-4ab8-98e6-29c9f6c2d796,2019_07_24,Fully Leafed,2024-11-25T21:02:37.984Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
25,b0e0daf6-3d04-4565-ad3f-42b83e21c188,2019_07_24,Fully Leafed,2024-11-25T21:02:45.546Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
26,a230d4dd-a9f9-4aa0-8432-ae08e0067648,2019_07_24,Fully Leafed,2024-11-25T21:02:47.535Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
27,0fae064a-282a-4ca5-ae26-2e31937efe07,2019_07_24,Fully Leafed,2024-11-25T21:02:52.907Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
28,61ba57b3-a0f7-4b75-ba43-c5307a028500,2019_07_24,Partially Leafed,2024-11-25T21:03:03.331Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
29,c610d05b-81e1-4611-a573-e9719f8cc0c4,2019_07_24,Fully Leafed,2024-11-25T21:03:12.173Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
30,c610d05b-81e1-4611-a573-e9719f8cc0c4,2020_02_27,Partially Leafed,2024-11-25T21:03:18.865Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
31,0a98be03-81a4-46b5-8be7-5ad7b14c2478,2020_02_27,Out of Leafs,2024-11-25T21:03:23.645Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
32,76424c7c-518a-415d-bcb8-b8933683c2ed,2020_02_27,Out of Leafs,2024-11-25T21:03:31.830Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
33,daafdede-11d2-48f0-a7fb-a5551de01aa5,2020_02_27,Out of Leafs,2024-11-25T21:03:34.168Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
34,31d95e2f-f47b-49c9-ba99-46e69ba579b5,2020_02_27,Out of Leafs,2024-11-25T21:03:39.630Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
35,73433e79-9f3f-4b44-b61a-d0f583311f22,2020_02_27,Out of Leafs,2024-11-25T21:03:41.638Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
36,863c2193-248a-4de0-bf32-d1395a91147e,2020_02_27,Out of Leafs,2024-11-25T21:03:51.039Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
37,2bbdf792-0d37-4808-9457-254f37e8aaf5,2020_02_27,Partially Leafed,2024-11-25T21:03:56.005Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
38,eade1d37-b060-426f-a951-fe78584e05ba,2020_02_27,Fully Leafed,2024-11-25T21:04:03.468Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
39,d24db25d-13f5-41c0-a502-7a7c8d4259e6,2020_02_27,Partially Leafed,2024-11-25T21:04:10.795Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
40,85a4ec81-7842-4949-92f2-0a8400110d53,2020_02_27,Fully Leafed,2024-11-25T21:04:14.659Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
41,82ce5682-5413-4666-a946-a7dceb60b4b1,2020_02_27,Out of Leafs,2024-11-25T21:04:18.432Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
42,4a53dc7a-d0da-44a1-841e-f309b6ae3ccc,2020_02_27,Out of Leafs,2024-11-25T21:04:21.328Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
43,36865a89-a20a-4ece-bc34-ff085ceedec6,2020_02_27,Out of Leafs,2024-11-25T21:04:23.316Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
44,131edf4c-b018-40a7-a803-0c76df88dc1d,2020_02_27,Out of Leafs,2024-11-25T21:04:26.508Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
45,078e0ab3-42ac-4a64-b96b-09cdf590f024,2020_02_27,Partially Leafed,2024-11-25T21:04:33.041Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
46,078e0ab3-42ac-4a64-b96b-09cdf590f024,2020_06_15,Fully Leafed,2024-11-25T21:05:01.898Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
47,956396f0-265d-4b40-a637-ec6c91b799c9,2021_07_28,Fully Leafed,2024-11-25T21:05:32.729Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
48,54cc22ba-640a-42b9-bae0-eb02554086cf,2021_07_28,Fully Leafed,2024-11-25T21:05:34.695Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
49,b3a785e1-c8d4-4a44-9775-4048d4827e2d,2021_07_28,Out of Leafs,2024-11-25T21:05:41.920Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
50,def44b69-7338-4004-8ab3-ce20e5c4b1d5,2021_07_28,Out of Leafs,2024-11-25T21:05:43.780Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
51,64b411ee-abff-4a3a-82bc-808741453bc8,2021_07_28,Out of Leafs,2024-11-25T21:05:45.928Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
52,64b411ee-abff-4a3a-82bc-808741453bc8,2021_07_28,Out of Leafs,2024-11-25T21:05:47.677Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
53,f526e65c-3399-4403-8375-4ba1a74cb106,2021_07_28,Out of Leafs,2024-11-25T21:05:50.640Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
54,e245daa2-567c-48e7-9619-6d2bf671a98f,2021_07_28,Fully Leafed,2024-11-25T21:07:37.942Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
55,553c3929-d889-4c5f-947e-7c72d18d1b76,2021_07_28,Out of Leafs,2024-11-25T21:07:40.514Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
56,f0a0dc1a-9ef2-42c0-a372-114b8c1a4049,2021_07_28,Out of Leafs,2024-11-25T21:07:44.069Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
57,73e3e146-a5b2-4c79-8961-be8befe8b10e,2021_07_28,Fully Leafed,2024-11-25T21:07:46.109Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
58,31d95e2f-f47b-49c9-ba99-46e69ba579b5,2021_07_28,Fully Leafed,2024-11-25T21:07:47.888Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
59,9231d07f-e076-41b3-a466-8a987a180394,2021_07_28,Fully Leafed,2024-11-25T21:07:51.277Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
60,26816bfa-00c5-4284-b3dd-5db7924e9790,2021_07_28,Out of Leafs,2024-11-25T21:07:54.327Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
61,e889e775-f9e8-49b0-bbe4-9f66b54dc7d0,2021_07_28,Fully Leafed,2024-11-25T21:08:01.450Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
62,2bbdf792-0d37-4808-9457-254f37e8aaf5,2021_07_28,Fully Leafed,2024-11-25T21:08:04.941Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
63,4c123488-85cc-4c89-9b0e-2fc73c565521,2021_07_28,Out of Leafs,2024-11-25T21:08:14.605Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
64,0732ecc5-a138-46a7-bf04-908e86f59c7f,2021_07_28,Fully Leafed,2024-11-25T21:08:18.270Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
65,4b9767a5-9fee-4013-b02b-1c86504cfa3c,2021_07_28,Fully Leafed,2024-11-25T21:08:28.526Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
66,b64d553c-5249-4054-92c2-17f38034c737,2021_07_28,Fully Leafed,2024-11-25T21:08:32.551Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
67,6bf8d1d5-9961-4b9f-a019-a8c31949f892,2021_07_28,Fully Leafed,2024-11-25T21:08:35.770Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
68,b8575e32-a1bf-4eac-9e06-7488308f7ba0,2021_07_28,Partially Leafed,2024-11-25T21:08:40.272Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
69,922bf85b-f020-438d-91b7-86a2b5645b25,2021_07_28,Fully Leafed,2024-11-25T21:08:44.230Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
70,922bf85b-f020-438d-91b7-86a2b5645b25,2022_03_30,Out of Leafs,2024-11-25T21:08:50.645Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
71,6bf8d1d5-9961-4b9f-a019-a8c31949f892,2022_03_30,Partially Leafed,2024-11-25T21:08:54.549Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
72,58e2c5dc-995d-41d2-9937-3b3edef36b44,2022_03_30,Out of Leafs,2024-11-25T21:08:57.081Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
73,4c123488-85cc-4c89-9b0e-2fc73c565521,2022_03_30,Out of Leafs,2024-11-25T21:09:01.635Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
74,c1631b71-e3df-4b44-9c62-c587197bd7d4,2022_03_30,Out of Leafs,2024-11-25T21:09:03.852Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
75,11929b19-8bb8-4ea4-a0f0-8010fe06876b,2022_03_30,Out of Leafs,2024-11-25T21:09:13.639Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
76,73433e79-9f3f-4b44-b61a-d0f583311f22,2022_03_30,Out of Leafs,2024-11-25T21:09:19.134Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
77,76424c7c-518a-415d-bcb8-b8933683c2ed,2022_03_30,Out of Leafs,2024-11-25T21:09:22.080Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
78,81999dbd-1379-4dcb-9d85-3362649f7abc,2022_03_30,Out of Leafs,2024-11-25T21:09:27.703Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
79,fa23842a-ea4a-4319-a455-9ddcc22bb3c3,2022_03_30,Out of Leafs,2024-11-25T21:09:30.607Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
80,06966454-7ca6-4168-9736-bd76ed153a9d,2022_03_30,Fully Leafed,2024-11-25T21:09:40.699Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
81,927de650-ec98-4e22-a8c8-2a47f56bf6f2,2022_03_30,Fully Leafed,2024-11-25T21:09:43.260Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
82,73be36c1-ad4d-41ee-8fa3-6e2ab8d51951,2022_03_30,Fully Leafed,2024-11-25T21:09:45.966Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
83,1b2d824f-e332-48a7-900c-36972643cdc6,2022_03_30,Fully Leafed,2024-11-25T21:09:48.439Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
84,d1d6273f-2936-44b6-8266-ba25f8394aa9,2022_03_30,Partially Leafed,2024-11-25T21:09:54.180Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
85,078e0ab3-42ac-4a64-b96b-09cdf590f024,2022_03_30,Out of Leafs,2024-11-25T21:09:57.890Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
86,fc37b86f-b048-4359-93ff-8e78b6b38712,2022_03_30,Out of Leafs,2024-11-25T21:10:01.119Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
87,131edf4c-b018-40a7-a803-0c76df88dc1d,2022_03_30,Out of Leafs,2024-11-25T21:10:04.014Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
88,4ca2acbf-0354-412a-b88b-a6ff9ce80c85,2022_03_30,Out of Leafs,2024-11-25T21:10:06.181Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
89,131edf4c-b018-40a7-a803-0c76df88dc1d,2023_04_11,Out of Leafs,2024-11-25T21:10:14.546Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
90,b2017244-a022-48dd-890b-b8212b73159e,2023_04_11,Out of Leafs,2024-11-25T21:10:17.092Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
91,8ebfd5e2-936b-4fc4-82b2-ffee8480fc25,2023_04_11,Out of Leafs,2024-11-25T21:10:19.444Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
92,fc37b86f-b048-4359-93ff-8e78b6b38712,2023_04_11,Out of Leafs,2024-11-25T21:10:23.453Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
93,c13b0b46-8b62-4fcf-bc3b-1863606b581d,2023_04_11,Out of Leafs,2024-11-25T21:10:31.482Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
94,d9ce4645-ab72-411b-a288-bf4cf68992c5,2023_04_11,Out of Leafs,2024-11-25T21:10:36.280Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
95,24a5f646-9ef6-4e62-89fe-963cd03a3d0f,2023_04_11,Out of Leafs,2024-11-25T21:10:42.134Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
96,b0e0daf6-3d04-4565-ad3f-42b83e21c188,2023_04_11,Partially Leafed,2024-11-25T21:10:45.724Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
97,fc641d4a-4e79-46c5-9b37-592ab13d31bf,2023_04_11,Out of Leafs,2024-11-25T21:10:49.041Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
98,4a1431a3-07aa-4221-a614-eec52bb2f69d,2023_04_11,Out of Leafs,2024-11-25T21:10:53.205Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
99,4609c8ec-d624-42a5-a2e8-3c86d86d8c3b,2023_04_11,Partially Leafed,2024-11-25T21:11:02.708Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
100,6195b4c2-773e-40ae-bd5c-51c153f198c8,2023_04_11,Out of Leafs,2024-11-25T21:11:05.743Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
101,fa23842a-ea4a-4319-a455-9ddcc22bb3c3,2023_04_11,Out of Leafs,2024-11-25T21:11:12.229Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
102,81999dbd-1379-4dcb-9d85-3362649f7abc,2023_04_11,Out of Leafs,2024-11-25T21:11:15.606Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
103,08c4ec87-3de9-40d7-b64e-d3a85534739e,2023_04_11,Out of Leafs,2024-11-25T21:11:19.543Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
104,06470e14-a7a9-4685-bdf0-14ee6307e7dc,2023_04_11,Partially Leafed,2024-11-25T21:11:22.380Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
105,76424c7c-518a-415d-bcb8-b8933683c2ed,2023_04_11,Out of Leafs,2024-11-25T21:11:25.942Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
106,daafdede-11d2-48f0-a7fb-a5551de01aa5,2023_04_11,Out of Leafs,2024-11-25T21:11:29.630Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
107,31d95e2f-f47b-49c9-ba99-46e69ba579b5,2023_04_11,Out of Leafs,2024-11-25T21:11:32.256Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
108,b64d553c-5249-4054-92c2-17f38034c737,2023_05_23,Out of Leafs,2024-11-25T21:11:47.632Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
109,31d95e2f-f47b-49c9-ba99-46e69ba579b5,2023_05_23,Out of Leafs,2024-11-25T21:12:01.987Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
110,76424c7c-518a-415d-bcb8-b8933683c2ed,2023_05_23,Out of Leafs,2024-11-25T21:12:05.496Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
111,daafdede-11d2-48f0-a7fb-a5551de01aa5,2023_05_23,Out of Leafs,2024-11-25T21:12:08.602Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
112,fa23842a-ea4a-4319-a455-9ddcc22bb3c3,2023_05_23,Fully Leafed,2024-11-25T21:12:14.625Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
113,3dd8d973-d698-41cf-9d2c-4b3cd2c440b0,2023_05_23,Out of Leafs,2024-11-25T21:12:18.325Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
114,f526e65c-3399-4403-8375-4ba1a74cb106,2023_05_23,Out of Leafs,2024-11-25T21:12:23.064Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
115,93d06e14-3d23-493c-a0b1-f74fd674eb46,2023_05_23,Fully Leafed,2024-11-25T21:12:29.406Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
116,52f1f550-4e8b-485f-ad85-de7115173ed9,2023_05_23,Out of Leafs,2024-11-25T21:12:32.571Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
117,ccfbdab4-92b2-440b-a773-ef51ecb5e76d,2023_05_23,Fully Leafed,2024-11-25T21:12:34.824Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
118,6e0fbd1a-2a30-4c9d-bb48-5054fad5b97b,2023_05_23,Fully Leafed,2024-11-25T21:12:39.074Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
119,7b1acde9-37eb-4fd9-82aa-bded8b60195e,2023_05_23,Out of Leafs,2024-11-25T21:12:44.304Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
120,afbda3c3-9e08-40c8-a682-d6c87c4dd38a,2023_05_23,Fully Leafed,2024-11-25T21:12:49.867Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
121,d6b6e4ed-8feb-499a-838c-a788619747da,2023_05_23,Fully Leafed,2024-11-25T21:12:53.406Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
122,e03db8cf-6139-4e0b-96da-27a7b4d68ef8,2023_05_23,Fully Leafed,2024-11-25T21:12:55.474Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
123,23e4f0ea-4769-45c3-994d-1a20f3d2208b,2023_05_23,Fully Leafed,2024-11-25T21:13:02.347Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
124,e6f7ceaf-e736-45cb-90fe-3224cdca1c1d,2023_05_23,Out of Leafs,2024-11-25T21:13:04.514Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
125,c5628eaf-3383-4ab8-98e6-29c9f6c2d796,2023_05_23,Fully Leafed,2024-11-25T21:13:12.193Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
126,fd10f41d-02a4-40b4-90bd-c506ad66acf5,2023_05_23,Fully Leafed,2024-11-25T21:13:15.032Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
127,e25e4f17-57e3-4e6e-aa8d-5ba6b8ffa297,2023_08_08,Partially Leafed,2024-11-25T21:13:23.742Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
128,4609c8ec-d624-42a5-a2e8-3c86d86d8c3b,2023_08_08,Fully Leafed,2024-11-25T21:13:28.895Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
129,ccfbdab4-92b2-440b-a773-ef51ecb5e76d,2023_08_08,Fully Leafed,2024-11-25T21:13:33.266Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
130,e03db8cf-6139-4e0b-96da-27a7b4d68ef8,2023_08_08,Fully Leafed,2024-11-25T21:13:41.697Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
