,isFlowering,leafing,floweringIntensity,segmentation,observation_id,polygon_id,date,globalId,latin
20,no,0,0,good,8kOn1v5h79CgUWXq0and,31d95e2f-f47b-49c9-ba99-46e69ba579b5_2018-05-23,2018_05_23,31d95e2f-f47b-49c9-ba99-46e69ba579b5,Cavanillesia platanifolia
21,no,0,0,good,hJWm7vMbWZsKYdB7GnzH,31d95e2f-f47b-49c9-ba99-46e69ba579b5_2023-05-02,2023_05_02,31d95e2f-f47b-49c9-ba99-46e69ba579b5,Cavanillesia platanifolia
22,no,0,0,good,gNbesfcXALcTKKbD2EAH,31d95e2f-f47b-49c9-ba99-46e69ba579b5_2023-05-23,2023_05_23,31d95e2f-f47b-49c9-ba99-46e69ba579b5,Cavanillesia platanifolia
23,no,0,0,good,TxthwvKxB4Q602gSkRzQ,3b4679bd-76b6-43fe-b740-9f274fea7195_2018-04-04,2018_04_04,3b4679bd-76b6-43fe-b740-9f274fea7195,Dipteryx oleifera
24,no,0,0,good,QKNBFYYtzDAfrjKpNTSU,3b4679bd-76b6-43fe-b740-9f274fea7195_2023-05-02,2023_05_02,3b4679bd-76b6-43fe-b740-9f274fea7195,Dipteryx oleifera
25,no,0,0,good,7VBQJyDczc5AumfAksLJ,4a53dc7a-d0da-44a1-841e-f309b6ae3ccc_2024-02-08,2024_02_08,4a53dc7a-d0da-44a1-841e-f309b6ae3ccc,Spondias mombin
26,no,0,0,good,gNgBP26qBiel3OSL6Kbt,4a53dc7a-d0da-44a1-841e-f309b6ae3ccc_2024-02-15,2024_02_15,4a53dc7a-d0da-44a1-841e-f309b6ae3ccc,Spondias mombin
27,no,0,0,good,9ooyoO8o5pwjWdIMdPnH,4c123488-85cc-4c89-9b0e-2fc73c565521_2021-07-02,2021_07_02,4c123488-85cc-4c89-9b0e-2fc73c565521,Tachigali panamensis
28,no,0,0,good,yygWQbVkPPYRSgRBQpXu,4c123488-85cc-4c89-9b0e-2fc73c565521_2023-06-13,2023_06_13,4c123488-85cc-4c89-9b0e-2fc73c565521,Tachigali panamensis
29,no,0,0,good,FerwcjZWB5dUkiU0tC3E,517e446d-8a3e-46ce-a240-23189bfeb6ea_2023-05-02,2023_05_02,517e446d-8a3e-46ce-a240-23189bfeb6ea,Trichilia tuberculata
30,no,0,0,good,Od8LOu7XqMxhc0Q4HJtM,52f1f550-4e8b-485f-ad85-de7115173ed9_2018-04-04,2018_04_04,52f1f550-4e8b-485f-ad85-de7115173ed9,Cavanillesia platanifolia
31,no,0,0,good,JaaWienPYp7vR821u6Cn,52f1f550-4e8b-485f-ad85-de7115173ed9_2018-04-25,2018_04_25,52f1f550-4e8b-485f-ad85-de7115173ed9,Cavanillesia platanifolia
32,no,0,0,good,DpvXCbBbMtgNGbzwIk0o,52f1f550-4e8b-485f-ad85-de7115173ed9_2018-05-23,2018_05_23,52f1f550-4e8b-485f-ad85-de7115173ed9,Cavanillesia platanifolia
33,no,0,0,good,Q1yYITSI3dVQn2FQIwjU,52f1f550-4e8b-485f-ad85-de7115173ed9_2023-05-02,2023_05_02,52f1f550-4e8b-485f-ad85-de7115173ed9,Cavanillesia platanifolia
34,no,0,0,good,gmxVVjWfOnU2CET25UWd,52f1f550-4e8b-485f-ad85-de7115173ed9_2023-05-23,2023_05_23,52f1f550-4e8b-485f-ad85-de7115173ed9,Cavanillesia platanifolia
35,no,0,0,good,kt6Bk4jcD01qMbpPzN5I,52f1f550-4e8b-485f-ad85-de7115173ed9_2024-02-15,2024_02_15,52f1f550-4e8b-485f-ad85-de7115173ed9,Cavanillesia platanifolia
36,no,0,0,good,7RD3TZmYCPIv2lvnU0Qp,54cc22ba-640a-42b9-bae0-eb02554086cf_2018-04-04,2018_04_04,54cc22ba-640a-42b9-bae0-eb02554086cf,Ceiba pentandra
37,no,0,0,good,bfjHpaoawrHuxouKavEc,54cc22ba-640a-42b9-bae0-eb02554086cf_2022-11-24,2022_11_24,54cc22ba-640a-42b9-bae0-eb02554086cf,Ceiba pentandra
38,no,0,0,good,s0bwMbL5q0idKTdr7PLq,55361361-366c-4089-8c16-72a4781539c2_2018-04-25,2018_04_25,55361361-366c-4089-8c16-72a4781539c2,Pseudobombax septenatum
39,no,0,0,good,QbUa92Vua0SUKVQMqGpE,553c3929-d889-4c5f-947e-7c72d18d1b76_2022-04-27,2022_04_27,553c3929-d889-4c5f-947e-7c72d18d1b76,Hura crepitans
40,no,0,0,good,EKEE1wUmA7Psx3pPNW1U,5d38cc30-e80b-480a-8f86-89f86488416e_2018-04-04,2018_04_04,5d38cc30-e80b-480a-8f86-89f86488416e,Hura crepitans
41,no,0,0,good,YIv6giSGuN3xQyOaNVYz,5d38cc30-e80b-480a-8f86-89f86488416e_2019-03-25,2019_03_25,5d38cc30-e80b-480a-8f86-89f86488416e,Hura crepitans
42,no,0,0,good,pmNxaDJi0n6nRYEtjOCw,678242d3-56fd-4587-ba5d-4739c3067eeb_2018-08-27,2018_08_27,678242d3-56fd-4587-ba5d-4739c3067eeb,Virola surinamensis
43,no,0,0,good,8ieXeoIXjvRk2wzVRxKJ,6bf8d1d5-9961-4b9f-a019-a8c31949f892_2023-05-02,2023_05_02,6bf8d1d5-9961-4b9f-a019-a8c31949f892,Dipteryx oleifera
44,no,0,0,good,nvkBI6mBhNrJLk4xnFmC,6c7504b5-b42b-4205-9c2d-a53f4095bcfa_2023-09-19,2023_09_19,6c7504b5-b42b-4205-9c2d-a53f4095bcfa,Jacaranda copaia
45,no,0,0,good,L1mVc69NjDGYkXtoqZOh,6caf7298-9341-4002-a089-20177a0b8644_2018-08-27,2018_08_27,6caf7298-9341-4002-a089-20177a0b8644,Sterculia apetala
46,no,0,0,good,iX4hgfk8r1F93KESimxV,6d8feebe-e21b-4031-8b62-2c68228d16fa_2023-11-27,2023_11_27,6d8feebe-e21b-4031-8b62-2c68228d16fa,Ceiba pentandra
47,no,0,0,good,bBl7D4kdebEjbqPekQa4,6d8feebe-e21b-4031-8b62-2c68228d16fa_2024-01-03,2024_01_03,6d8feebe-e21b-4031-8b62-2c68228d16fa,Ceiba pentandra
48,no,0,0,good,TC3Z5i8JeZMHQ1awbX57,6d8feebe-e21b-4031-8b62-2c68228d16fa_2024-02-08,2024_02_08,6d8feebe-e21b-4031-8b62-2c68228d16fa,Ceiba pentandra
49,no,0,0,good,bjQUZSOm3rnOT8gFECEs,6d8feebe-e21b-4031-8b62-2c68228d16fa_2024-02-15,2024_02_15,6d8feebe-e21b-4031-8b62-2c68228d16fa,Ceiba pentandra
50,no,0,0,good,UtayWKHfM55kL7ocBk6d,71e9d737-3268-4975-a45d-3ec5b2bdb355_2023-05-23,2023_05_23,71e9d737-3268-4975-a45d-3ec5b2bdb355,Dipteryx oleifera
51,no,0,0,good,odt9lDC7dFO3kOva0fiC,730783de-759d-4035-9caa-f2e9305f2825_2024-01-03,2024_01_03,730783de-759d-4035-9caa-f2e9305f2825,Jacaranda copaia
52,no,0,0,good,0wY5O0KIWQXeywvsG8af,73433e79-9f3f-4b44-b61a-d0f583311f22_2023-05-02,2023_05_02,73433e79-9f3f-4b44-b61a-d0f583311f22,Cavanillesia platanifolia
53,no,0,0,good,dtWqmVlYqgjxfGBc8DHZ,73e3e146-a5b2-4c79-8961-be8befe8b10e_2022-04-27,2022_04_27,73e3e146-a5b2-4c79-8961-be8befe8b10e,Hura crepitans
54,no,0,0,good,HoW1T078GkBPmpK8qyRF,76424c7c-518a-415d-bcb8-b8933683c2ed_2018-04-04,2018_04_04,76424c7c-518a-415d-bcb8-b8933683c2ed,Cavanillesia platanifolia
55,no,0,0,good,SNh6qmrpE4MRS7bpArY6,76424c7c-518a-415d-bcb8-b8933683c2ed_2018-04-25,2018_04_25,76424c7c-518a-415d-bcb8-b8933683c2ed,Cavanillesia platanifolia
56,no,0,0,good,XRJikuCIj4bRJI2rx3fG,76424c7c-518a-415d-bcb8-b8933683c2ed_2018-05-23,2018_05_23,76424c7c-518a-415d-bcb8-b8933683c2ed,Cavanillesia platanifolia
57,no,0,0,good,C3SNRvVrrj7sqToIcolm,76424c7c-518a-415d-bcb8-b8933683c2ed_2023-04-04,2023_04_04,76424c7c-518a-415d-bcb8-b8933683c2ed,Cavanillesia platanifolia
58,no,0,0,good,v3lmydORHkmN5kc2FhI1,76424c7c-518a-415d-bcb8-b8933683c2ed_2023-05-02,2023_05_02,76424c7c-518a-415d-bcb8-b8933683c2ed,Cavanillesia platanifolia
59,no,0,0,good,MotqrxcA7zVh4Ijajq9l,76424c7c-518a-415d-bcb8-b8933683c2ed_2023-05-23,2023_05_23,76424c7c-518a-415d-bcb8-b8933683c2ed,Cavanillesia platanifolia
60,no,0,0,good,WI1a8JMPahegn2aW875t,7b1093f4-9125-48a7-9f2a-1f0ed86fb1fc_2018-04-25,2018_04_25,7b1093f4-9125-48a7-9f2a-1f0ed86fb1fc,Handroanthus guayacan
61,no,0,0,good,nwboKRrSuMuorZufLYUB,7b1acde9-37eb-4fd9-82aa-bded8b60195e_2018-04-25,2018_04_25,7b1acde9-37eb-4fd9-82aa-bded8b60195e,Tabebuia rosea
62,no,0,0,good,ANdSfpzY40UUsqDjjL2L,7b1acde9-37eb-4fd9-82aa-bded8b60195e_2021-07-02,2021_07_02,7b1acde9-37eb-4fd9-82aa-bded8b60195e,Tabebuia rosea
63,no,0,0,good,33XXKDouKnk2BGwXIGtm,7b1acde9-37eb-4fd9-82aa-bded8b60195e_2023-06-13,2023_06_13,7b1acde9-37eb-4fd9-82aa-bded8b60195e,Tabebuia rosea
64,no,0,0,good,06XhgNhDS1wY5zORpU8t,80acabb6-ad48-4799-80bc-1a4c0fd71656_2024-01-03,2024_01_03,80acabb6-ad48-4799-80bc-1a4c0fd71656,Ceiba pentandra
65,no,0,0,good,Rp2ZrsOnszsZOJfcK4XL,81999dbd-1379-4dcb-9d85-3362649f7abc_2018-04-04,2018_04_04,81999dbd-1379-4dcb-9d85-3362649f7abc,Dipteryx oleifera
66,no,0,0,good,HoFSAQL5nta5amTAoJqO,90ccdd16-1d9a-4afc-bf13-5b84ac3a8b41_2024-02-15,2024_02_15,90ccdd16-1d9a-4afc-bf13-5b84ac3a8b41,Handroanthus guayacan
67,no,0,0,good,3DQ1pK8GeloPAmY7c6P0,922bf85b-f020-438d-91b7-86a2b5645b25_2024-02-15,2024_02_15,922bf85b-f020-438d-91b7-86a2b5645b25,Dipteryx oleifera
68,no,0,0,okay,KzyYUxln4bPx0Tp7EEQV,93d06e14-3d23-493c-a0b1-f74fd674eb46_2023-05-23,2023_05_23,93d06e14-3d23-493c-a0b1-f74fd674eb46,Dipteryx oleifera
69,no,0,0,good,cdbjDBKTtfpOoTOmAxMo,956396f0-265d-4b40-a637-ec6c91b799c9_2024-02-08,2024_02_08,956396f0-265d-4b40-a637-ec6c91b799c9,Hura crepitans
70,no,0,0,good,ZXz5IwBP7gjbpwSzv7ux,9da726b1-2365-4ac8-a6a0-ef21227629b8_2018-08-27,2018_08_27,9da726b1-2365-4ac8-a6a0-ef21227629b8,Tachigali panamensis
71,no,0,0,good,7wqJeAKwZC2rO4Za3Ofw,a230d4dd-a9f9-4aa0-8432-ae08e0067648_2023-05-23,2023_05_23,a230d4dd-a9f9-4aa0-8432-ae08e0067648,Dipteryx oleifera
72,no,0,0,bad,NfUKkbl8uTqs6LBe8HYY,a30c93d4-9c1c-461d-8690-be2592f775ff_2018-04-25,2018_04_25,a30c93d4-9c1c-461d-8690-be2592f775ff,Dipteryx oleifera
73,no,0,0,good,aV1ctNrGCkZn1W1TZ4Y7,a366d4f8-2abc-4a52-aefe-20f8466233db_2023-05-23,2023_05_23,a366d4f8-2abc-4a52-aefe-20f8466233db,Dipteryx oleifera
74,no,0,0,okay,WTy9FZDVanPzGxwnBk30,a42f8633-4ba9-41af-b907-f44ea6c492af_2023-05-02,2023_05_02,a42f8633-4ba9-41af-b907-f44ea6c492af,Dipteryx oleifera
75,no,0,0,good,kKAt2qDv2qulH2iUkh3U,a9fbce15-5d86-432a-93a4-9ee6f0bfb19e_2020-09-21,2020_09_21,a9fbce15-5d86-432a-93a4-9ee6f0bfb19e,Alseis blackiana
76,no,0,0,good,CAcZ94oBtM5W9RVIsq3u,b0e0daf6-3d04-4565-ad3f-42b83e21c188_2023-05-02,2023_05_02,b0e0daf6-3d04-4565-ad3f-42b83e21c188,Ceiba pentandra
77,no,0,0,good,S9OmuUBDFRLWWBHR1u5y,b0e0daf6-3d04-4565-ad3f-42b83e21c188_2023-11-27,2023_11_27,b0e0daf6-3d04-4565-ad3f-42b83e21c188,Ceiba pentandra
78,no,0,0,good,sLyyr1n2T4iyUqCZumEt,b0e0daf6-3d04-4565-ad3f-42b83e21c188_2024-01-03,2024_01_03,b0e0daf6-3d04-4565-ad3f-42b83e21c188,Ceiba pentandra
79,no,0,0,good,FgNxiXGQRj3fBCzxpTfp,b0e0daf6-3d04-4565-ad3f-42b83e21c188_2024-02-08,2024_02_08,b0e0daf6-3d04-4565-ad3f-42b83e21c188,Ceiba pentandra
80,no,0,0,good,3sWd8CVDGux5BVAnPejS,b0e0daf6-3d04-4565-ad3f-42b83e21c188_2024-02-15,2024_02_15,b0e0daf6-3d04-4565-ad3f-42b83e21c188,Ceiba pentandra
81,no,0,0,good,iomNPWtxETD9QcMwl4jx,b19d8062-e35f-431c-852f-f7f1adf57f02_2024-01-03,2024_01_03,b19d8062-e35f-431c-852f-f7f1adf57f02,Ficus obtusifolia
82,no,0,0,good,Muv4ZwANDLS10XmRPKgJ,b1a92135-9138-447c-b2e9-ccaa6e89f1a4_2022-03-30,2022_03_30,b1a92135-9138-447c-b2e9-ccaa6e89f1a4,Alseis blackiana
83,no,0,0,good,i9luBhoHGRaEt4Ro9rvR,b5133434-1910-4069-9e34-899fac89dea3_2022-11-24,2022_11_24,b5133434-1910-4069-9e34-899fac89dea3,Ceiba pentandra
84,no,0,0,good,4NDkXXmNZiJB3wgWlYSk,b64d553c-5249-4054-92c2-17f38034c737_2023-05-23,2023_05_23,b64d553c-5249-4054-92c2-17f38034c737,Dipteryx oleifera
85,no,0,0,good,W18OXAcHMaa1jAULNy2G,badee35d-7b09-4d87-9b4a-b052af7c3749_2018-04-04,2018_04_04,badee35d-7b09-4d87-9b4a-b052af7c3749,Dipteryx oleifera
86,no,0,0,good,Xhk98LZZyeW7xu8hh6ES,c610d05b-81e1-4611-a573-e9719f8cc0c4_2023-05-02,2023_05_02,c610d05b-81e1-4611-a573-e9719f8cc0c4,Dipteryx oleifera
87,no,0,0,okay,f8vet1xzG8YCppfMH4cO,c774b96e-c1a4-47e0-9c36-9bdbe97fc832_2023-10-31,2023_10_31,c774b96e-c1a4-47e0-9c36-9bdbe97fc832,Virola surinamensis
88,no,0,0,good,CbLdEMIQIhb69uLahwah,c774b96e-c1a4-47e0-9c36-9bdbe97fc832_2023-11-27,2023_11_27,c774b96e-c1a4-47e0-9c36-9bdbe97fc832,Virola surinamensis
89,no,0,0,good,oCdbN6qtVGw0MLto2O0z,c774b96e-c1a4-47e0-9c36-9bdbe97fc832_2023-11-27,2023_11_27,c774b96e-c1a4-47e0-9c36-9bdbe97fc832,Virola surinamensis
90,no,0,0,good,lgtox9y58PXT7VU11XnN,c774b96e-c1a4-47e0-9c36-9bdbe97fc832_2024-01-03,2024_01_03,c774b96e-c1a4-47e0-9c36-9bdbe97fc832,Virola surinamensis
91,no,0,0,good,Ztkff7Emoh7jCOgz3zEK,c774b96e-c1a4-47e0-9c36-9bdbe97fc832_2024-02-08,2024_02_08,c774b96e-c1a4-47e0-9c36-9bdbe97fc832,Virola surinamensis
92,no,0,0,good,kApFi156FH064VC7WUUB,ccfbdab4-92b2-440b-a773-ef51ecb5e76d_2018-04-25,2018_04_25,ccfbdab4-92b2-440b-a773-ef51ecb5e76d,Ficus aurea
93,no,0,0,good,ARlLWgDVjPAypvhfJJLk,ccfbdab4-92b2-440b-a773-ef51ecb5e76d_2023-11-27,2023_11_27,ccfbdab4-92b2-440b-a773-ef51ecb5e76d,Ficus aurea
94,no,0,0,good,htDS7RzoxQlP0a1PsoGE,d10be8a3-1565-48c5-96bd-406ce3ff36b2_2024-02-08,2024_02_08,d10be8a3-1565-48c5-96bd-406ce3ff36b2,Cecropia insignis
95,no,0,0,good,5VMD4ebie4pj3TNkTFie,d1d6273f-2936-44b6-8266-ba25f8394aa9_2023-05-02,2023_05_02,d1d6273f-2936-44b6-8266-ba25f8394aa9,Dipteryx oleifera
96,no,0,0,good,pbs79otIocDnUT8EnTM0,d1d6273f-2936-44b6-8266-ba25f8394aa9_2023-05-23,2023_05_23,d1d6273f-2936-44b6-8266-ba25f8394aa9,Dipteryx oleifera
97,no,0,0,good,y8vmY1Wjz8kqBmKgrOsR,d32adab7-f6ca-4d86-a6a0-f26984f30949_2024-02-08,2024_02_08,d32adab7-f6ca-4d86-a6a0-f26984f30949,Quararibea stenophylla
98,no,0,0,good,ANVFPevab7kPFNgEu7ic,d32adab7-f6ca-4d86-a6a0-f26984f30949_2024-02-15,2024_02_15,d32adab7-f6ca-4d86-a6a0-f26984f30949,Quararibea stenophylla
99,no,0,0,good,98ayrNzmeaVCmBv5KVGY,d47b3678-9f11-4811-9930-c969df5fac0e_2018-04-25,2018_04_25,d47b3678-9f11-4811-9930-c969df5fac0e,Dipteryx oleifera
100,no,0,0,good,5bhfLUFyKkIjMt2A6LjU,d6b6e4ed-8feb-499a-838c-a788619747da_2018-04-04,2018_04_04,d6b6e4ed-8feb-499a-838c-a788619747da,Dipteryx oleifera
101,no,0,0,good,iCmPtlTTflxlsF6qF7ys,d6b6e4ed-8feb-499a-838c-a788619747da_2024-02-08,2024_02_08,d6b6e4ed-8feb-499a-838c-a788619747da,Dipteryx oleifera
102,no,0,0,good,zpR5ZLVBI5DQt1jcQ1Fm,d758611e-19bc-4281-ae0a-b7b87f87234c_2023-05-23,2023_05_23,d758611e-19bc-4281-ae0a-b7b87f87234c,Platymiscium dimorphandrum
103,no,0,0,good,835FqGugz2GNzuhuvHiT,daafdede-11d2-48f0-a7fb-a5551de01aa5_2018-04-04,2018_04_04,daafdede-11d2-48f0-a7fb-a5551de01aa5,Cavanillesia platanifolia
104,no,0,0,okay,bX6BY9y1uAKZodkdLljQ,daafdede-11d2-48f0-a7fb-a5551de01aa5_2018-05-23,2018_05_23,daafdede-11d2-48f0-a7fb-a5551de01aa5,Cavanillesia platanifolia
105,no,0,0,good,P1Qjfvjg2LRfbQbeXeFn,daafdede-11d2-48f0-a7fb-a5551de01aa5_2022-04-27,2022_04_27,daafdede-11d2-48f0-a7fb-a5551de01aa5,Cavanillesia platanifolia
106,no,0,0,good,s0HDzrjrwbQ77vU4QtNO,daafdede-11d2-48f0-a7fb-a5551de01aa5_2023-05-23,2023_05_23,daafdede-11d2-48f0-a7fb-a5551de01aa5,Cavanillesia platanifolia
107,no,0,0,good,IuU2FWx2cMSiV61z6u5p,e03db8cf-6139-4e0b-96da-27a7b4d68ef8_2023-05-02,2023_05_02,e03db8cf-6139-4e0b-96da-27a7b4d68ef8,Dipteryx oleifera
108,no,0,0,good,axzQKv4iV0453Ndt47oT,e35fe388-2ed7-43b6-bea8-e6f0a8f899c9_2024-01-03,2024_01_03,e35fe388-2ed7-43b6-bea8-e6f0a8f899c9,Jacaranda copaia
109,no,0,0,good,WZfGjMaNwY5CeAXg4qtZ,e6f7ceaf-e736-45cb-90fe-3224cdca1c1d_2022-11-24,2022_11_24,e6f7ceaf-e736-45cb-90fe-3224cdca1c1d,Platypodium elegans
110,no,0,0,good,69b50uY2GJ29s0PWyFfZ,e6f7ceaf-e736-45cb-90fe-3224cdca1c1d_2023-05-02,2023_05_02,e6f7ceaf-e736-45cb-90fe-3224cdca1c1d,Platypodium elegans
111,no,0,0,good,ezM9ZbdX7KacJB0zu6N8,e6f7ceaf-e736-45cb-90fe-3224cdca1c1d_2023-05-23,2023_05_23,e6f7ceaf-e736-45cb-90fe-3224cdca1c1d,Platypodium elegans
112,no,0,0,good,HyO8ReMa7XhhuFmVLo5k,e6f7ceaf-e736-45cb-90fe-3224cdca1c1d_2023-09-19,2023_09_19,e6f7ceaf-e736-45cb-90fe-3224cdca1c1d,Platypodium elegans
113,no,0,0,good,PSo1NkFf2PbLA4Hq8IRm,e6f7ceaf-e736-45cb-90fe-3224cdca1c1d_2023-10-31,2023_10_31,e6f7ceaf-e736-45cb-90fe-3224cdca1c1d,Platypodium elegans
114,no,0,0,good,sssu1wibOqVhIzTC9ql6,e6f7ceaf-e736-45cb-90fe-3224cdca1c1d_2023-11-27,2023_11_27,e6f7ceaf-e736-45cb-90fe-3224cdca1c1d,Platypodium elegans
115,no,0,0,good,4jwzvKG39JIew8QCc9cc,e6f7ceaf-e736-45cb-90fe-3224cdca1c1d_2024-02-08,2024_02_08,e6f7ceaf-e736-45cb-90fe-3224cdca1c1d,Platypodium elegans
116,no,0,0,good,VnsN7i0JKpVhZMRbbP29,ea0fd6e4-ef4b-4378-a1d1-015b0f060437_2018-04-04,2018_04_04,ea0fd6e4-ef4b-4378-a1d1-015b0f060437,Apeiba membranacea
117,no,0,0,good,bDZJUrHcpXe68pTxb3xc,eade1d37-b060-426f-a951-fe78584e05ba_2023-05-23,2023_05_23,eade1d37-b060-426f-a951-fe78584e05ba,Jacaranda copaia
118,no,0,0,good,cLJdHpDhMlP5DoIutByn,f151d9dc-7bd3-4195-85ac-ddc2130bd3cb_2022-11-24,2022_11_24,f151d9dc-7bd3-4195-85ac-ddc2130bd3cb,Ceiba pentandra
119,no,0,0,okay,HEBTk9QJauEABNlFCcwU,f526e65c-3399-4403-8375-4ba1a74cb106_2018-05-23,2018_05_23,f526e65c-3399-4403-8375-4ba1a74cb106,Tabebuia rosea
120,no,0,0,good,JVvu0TxrAggq3iIAI50f,f526e65c-3399-4403-8375-4ba1a74cb106_2023-05-02,2023_05_02,f526e65c-3399-4403-8375-4ba1a74cb106,Tabebuia rosea
121,no,0,0,good,mGSGL1ZEwBkU2tCQJ8ez,f526e65c-3399-4403-8375-4ba1a74cb106_2023-05-23,2023_05_23,f526e65c-3399-4403-8375-4ba1a74cb106,Tabebuia rosea
122,no,0,0,good,9z9qKJyhHpfJ7e5Y3zqP,f526e65c-3399-4403-8375-4ba1a74cb106_2023-06-13,2023_06_13,f526e65c-3399-4403-8375-4ba1a74cb106,Tabebuia rosea
123,no,0,0,good,FPM88DHOZnpasvrB7xkI,f526e65c-3399-4403-8375-4ba1a74cb106_2023-06-27,2023_06_27,f526e65c-3399-4403-8375-4ba1a74cb106,Tabebuia rosea
124,no,0,0,good,6nxABzrdSVFCVIU1KJ2O,f5ee8d51-41db-4260-99d8-a183d6011407_2023-05-02,2023_05_02,f5ee8d51-41db-4260-99d8-a183d6011407,Quararibea stenophylla
125,no,0,0,good,6mJkuMW9VfRDrkPvmydD,fa23842a-ea4a-4319-a455-9ddcc22bb3c3_2022-04-27,2022_04_27,fa23842a-ea4a-4319-a455-9ddcc22bb3c3,Cavanillesia platanifolia
126,no,0,0,good,gLODaNaVNIfZZK3Pv8bg,fc37b86f-b048-4359-93ff-8e78b6b38712_2018-04-04,2018_04_04,fc37b86f-b048-4359-93ff-8e78b6b38712,Pseudobombax septenatum
