,isFlowering,leafing,floweringIntensity,segmentation,observation_id,polygon_id,date,globalId,latin
10,no,0,0,good,pvCbkzIDONOCZzIGOAlB,078e0ab3-42ac-4a64-b96b-09cdf590f024_2023-03-28,2023_03_28,078e0ab3-42ac-4a64-b96b-09cdf590f024,Dipteryx oleifera
11,no,0,0,good,GT4IoV2gcoEItJjP3MMI,078e0ab3-42ac-4a64-b96b-09cdf590f024_2023-04-04,2023_04_04,078e0ab3-42ac-4a64-b96b-09cdf590f024,Dipteryx oleifera
12,no,0,0,good,Kpm8NYzjagYcSyvy8nka,08c4ec87-3de9-40d7-b64e-d3a85534739e_2022-04-27,2022_04_27,08c4ec87-3de9-40d7-b64e-d3a85534739e,Cavanillesia platanifolia
13,no,0,0,good,3sgYf7j6bnd3IZWhv1PO,08c4ec87-3de9-40d7-b64e-d3a85534739e_2022-12-28,2022_12_28,08c4ec87-3de9-40d7-b64e-d3a85534739e,Cavanillesia platanifolia
14,no,0,0,good,MuwEuTI3bbvDrdZAzAr9,0e6d3e00-7797-46fb-b57c-039aca5ce308_2024-01-03,2024_01_03,0e6d3e00-7797-46fb-b57c-039aca5ce308,Ceiba pentandra
15,no,0,0,good,B39CD2adUhEtcw0vaY5W,0e6d3e00-7797-46fb-b57c-039aca5ce308_2024-02-08,2024_02_08,0e6d3e00-7797-46fb-b57c-039aca5ce308,Ceiba pentandra
16,no,0,0,good,9sxjKHG9BQ0Ug87qDDWR,131edf4c-b018-40a7-a803-0c76df88dc1d_2018-04-25,2018_04_25,131edf4c-b018-40a7-a803-0c76df88dc1d,Myrospermum frutescens
17,no,0,0,good,H5f5HrohOVxufq700oaD,131edf4c-b018-40a7-a803-0c76df88dc1d_2022-12-28,2022_12_28,131edf4c-b018-40a7-a803-0c76df88dc1d,Myrospermum frutescens
18,no,0,0,good,QGiQpblOEeu8hbn1ytR2,131edf4c-b018-40a7-a803-0c76df88dc1d_2024-02-15,2024_02_15,131edf4c-b018-40a7-a803-0c76df88dc1d,Myrospermum frutescens
19,no,0,0,good,iSHTvgubinxBqb85PO0B,171af40a-2fab-4783-a657-f93ee86d7b42_2023-06-13,2023_06_13,171af40a-2fab-4783-a657-f93ee86d7b42,Quararibea stenophylla
20,no,0,0,okay,e8EBDx1FaFAMjUXVuo0V,1b0f9adc-7055-4149-a482-065fef556dfd_2018-08-27,2018_08_27,1b0f9adc-7055-4149-a482-065fef556dfd,Astronium graveolens
21,no,0,0,good,qYCByO2UjIJFPE4D358i,1b2d824f-e332-48a7-900c-36972643cdc6_2024-02-15,2024_02_15,1b2d824f-e332-48a7-900c-36972643cdc6,Jacaranda copaia
22,no,0,0,good,XgMJpmrdBh1j0S5at0OP,1c11ea21-4357-4c26-bfcb-3ff9d3e3d891_2022-04-27,2022_04_27,1c11ea21-4357-4c26-bfcb-3ff9d3e3d891,Ocotea whitei
23,no,0,0,good,H1iN8YZsDsIXancPSxI6,1dc4dc9a-4beb-4e3f-bfa5-42a6f781ec91_2018-08-27,2018_08_27,1dc4dc9a-4beb-4e3f-bfa5-42a6f781ec91,Handroanthus guayacan
24,no,0,0,good,aXoGcorHzcsTohvp4b4B,24ecc049-5b32-4786-824e-7ae320b3b40e_2018-04-25,2018_04_25,24ecc049-5b32-4786-824e-7ae320b3b40e,Pseudobombax septenatum
25,no,0,0,good,SsPqUXI5IQj9kpe0lRyM,2bbdf792-0d37-4808-9457-254f37e8aaf5_2023-03-07,2023_03_07,2bbdf792-0d37-4808-9457-254f37e8aaf5,Hura crepitans
26,no,0,0,good,BarWoC6dLMIGv0xXsa7O,2bbdf792-0d37-4808-9457-254f37e8aaf5_2023-03-21,2023_03_21,2bbdf792-0d37-4808-9457-254f37e8aaf5,Hura crepitans
27,no,0,0,good,Ftpd2xGc7ZPfrTyhhpe1,2c0909f5-e0a9-465a-b32c-2f0a9b89d4dd_2023-03-28,2023_03_28,2c0909f5-e0a9-465a-b32c-2f0a9b89d4dd,Zanthoxylum ekmanii
28,no,0,0,good,HADTkrrz4Fhkk0Oy3n2q,2c0909f5-e0a9-465a-b32c-2f0a9b89d4dd_2023-04-04,2023_04_04,2c0909f5-e0a9-465a-b32c-2f0a9b89d4dd,Zanthoxylum ekmanii
29,no,0,0,good,wJ9ZLmi1HKCIoubdQQlW,30a7e096-38c5-4063-ad74-316add4b989a_2018-04-04,2018_04_04,30a7e096-38c5-4063-ad74-316add4b989a,Cavanillesia platanifolia
30,no,0,0,good,QdSFULeE2plVjv7GLBPF,30a7e096-38c5-4063-ad74-316add4b989a_2018-04-25,2018_04_25,30a7e096-38c5-4063-ad74-316add4b989a,Cavanillesia platanifolia
31,no,0,0,good,1mDSgg4u9aHtpWxoGPeQ,30a7e096-38c5-4063-ad74-316add4b989a_2023-04-04,2023_04_04,30a7e096-38c5-4063-ad74-316add4b989a,Cavanillesia platanifolia
32,no,0,0,good,jOXJMOxngKU56hnkfr8m,30a7e096-38c5-4063-ad74-316add4b989a_2023-05-02,2023_05_02,30a7e096-38c5-4063-ad74-316add4b989a,Cavanillesia platanifolia
33,no,0,0,good,6p8NOBwZ58wdIt5RLkbD,31d95e2f-f47b-49c9-ba99-46e69ba579b5_2018-04-25,2018_04_25,31d95e2f-f47b-49c9-ba99-46e69ba579b5,Cavanillesia platanifolia
34,no,0,0,good,8kOn1v5h79CgUWXq0and,31d95e2f-f47b-49c9-ba99-46e69ba579b5_2018-05-23,2018_05_23,31d95e2f-f47b-49c9-ba99-46e69ba579b5,Cavanillesia platanifolia
35,no,0,0,good,MvMiUn8Z8NCHdeKggS9T,31d95e2f-f47b-49c9-ba99-46e69ba579b5_2023-04-04,2023_04_04,31d95e2f-f47b-49c9-ba99-46e69ba579b5,Cavanillesia platanifolia
36,no,0,0,good,hJWm7vMbWZsKYdB7GnzH,31d95e2f-f47b-49c9-ba99-46e69ba579b5_2023-05-02,2023_05_02,31d95e2f-f47b-49c9-ba99-46e69ba579b5,Cavanillesia platanifolia
37,no,0,0,good,gNbesfcXALcTKKbD2EAH,31d95e2f-f47b-49c9-ba99-46e69ba579b5_2023-05-23,2023_05_23,31d95e2f-f47b-49c9-ba99-46e69ba579b5,Cavanillesia platanifolia
38,no,0,0,good,bfI0XlOkVkEN2I4vmgKw,34f872ff-ab16-4ea9-88a1-52bc896248d6_2024-02-15,2024_02_15,34f872ff-ab16-4ea9-88a1-52bc896248d6,Spondias radlkoferi
39,no,0,0,good,TxthwvKxB4Q602gSkRzQ,3b4679bd-76b6-43fe-b740-9f274fea7195_2018-04-04,2018_04_04,3b4679bd-76b6-43fe-b740-9f274fea7195,Dipteryx oleifera
40,no,0,0,good,PRIrQC26IJ8YkzG5Y0a2,3b4679bd-76b6-43fe-b740-9f274fea7195_2023-03-28,2023_03_28,3b4679bd-76b6-43fe-b740-9f274fea7195,Dipteryx oleifera
41,no,0,0,good,1BQANUmpqgRHIHqtQQYG,3b4679bd-76b6-43fe-b740-9f274fea7195_2023-04-04,2023_04_04,3b4679bd-76b6-43fe-b740-9f274fea7195,Dipteryx oleifera
42,no,0,0,good,QKNBFYYtzDAfrjKpNTSU,3b4679bd-76b6-43fe-b740-9f274fea7195_2023-05-02,2023_05_02,3b4679bd-76b6-43fe-b740-9f274fea7195,Dipteryx oleifera
43,no,0,0,good,cRyhRu8dTL66FWwMUccl,3b915ee0-2ab3-481d-9082-c5a3be5c4022_2022-12-28,2022_12_28,3b915ee0-2ab3-481d-9082-c5a3be5c4022,Sterculia apetala
44,no,0,0,good,65MUZDU9zefaPwgTe9Qp,4a53dc7a-d0da-44a1-841e-f309b6ae3ccc_2022-12-28,2022_12_28,4a53dc7a-d0da-44a1-841e-f309b6ae3ccc,Spondias mombin
45,no,0,0,good,7VBQJyDczc5AumfAksLJ,4a53dc7a-d0da-44a1-841e-f309b6ae3ccc_2024-02-08,2024_02_08,4a53dc7a-d0da-44a1-841e-f309b6ae3ccc,Spondias mombin
46,no,0,0,good,gNgBP26qBiel3OSL6Kbt,4a53dc7a-d0da-44a1-841e-f309b6ae3ccc_2024-02-15,2024_02_15,4a53dc7a-d0da-44a1-841e-f309b6ae3ccc,Spondias mombin
47,no,0,0,good,K8QdVTnPNeYvNVPoBDL9,4b704853-724f-49d4-a607-77808bdf861f_2022-12-28,2022_12_28,4b704853-724f-49d4-a607-77808bdf861f,Sterculia apetala
48,no,0,0,good,9ooyoO8o5pwjWdIMdPnH,4c123488-85cc-4c89-9b0e-2fc73c565521_2021-07-02,2021_07_02,4c123488-85cc-4c89-9b0e-2fc73c565521,Tachigali panamensis
49,no,0,0,good,TySm17pWYgViGOnygGdI,4c123488-85cc-4c89-9b0e-2fc73c565521_2022-04-27,2022_04_27,4c123488-85cc-4c89-9b0e-2fc73c565521,Tachigali panamensis
50,no,0,0,good,yygWQbVkPPYRSgRBQpXu,4c123488-85cc-4c89-9b0e-2fc73c565521_2023-06-13,2023_06_13,4c123488-85cc-4c89-9b0e-2fc73c565521,Tachigali panamensis
51,no,0,0,good,FerwcjZWB5dUkiU0tC3E,517e446d-8a3e-46ce-a240-23189bfeb6ea_2023-05-02,2023_05_02,517e446d-8a3e-46ce-a240-23189bfeb6ea,Trichilia tuberculata
52,no,0,0,good,Od8LOu7XqMxhc0Q4HJtM,52f1f550-4e8b-485f-ad85-de7115173ed9_2018-04-04,2018_04_04,52f1f550-4e8b-485f-ad85-de7115173ed9,Cavanillesia platanifolia
53,no,0,0,good,JaaWienPYp7vR821u6Cn,52f1f550-4e8b-485f-ad85-de7115173ed9_2018-04-25,2018_04_25,52f1f550-4e8b-485f-ad85-de7115173ed9,Cavanillesia platanifolia
54,no,0,0,good,DpvXCbBbMtgNGbzwIk0o,52f1f550-4e8b-485f-ad85-de7115173ed9_2018-05-23,2018_05_23,52f1f550-4e8b-485f-ad85-de7115173ed9,Cavanillesia platanifolia
55,no,0,0,good,uXyDMANoyDVEmibOHQcr,52f1f550-4e8b-485f-ad85-de7115173ed9_2023-03-28,2023_03_28,52f1f550-4e8b-485f-ad85-de7115173ed9,Cavanillesia platanifolia
56,no,0,0,good,YgvQQUtM6KCYWAeKXd6Q,52f1f550-4e8b-485f-ad85-de7115173ed9_2023-04-04,2023_04_04,52f1f550-4e8b-485f-ad85-de7115173ed9,Cavanillesia platanifolia
57,no,0,0,good,Q1yYITSI3dVQn2FQIwjU,52f1f550-4e8b-485f-ad85-de7115173ed9_2023-05-02,2023_05_02,52f1f550-4e8b-485f-ad85-de7115173ed9,Cavanillesia platanifolia
58,no,0,0,good,gmxVVjWfOnU2CET25UWd,52f1f550-4e8b-485f-ad85-de7115173ed9_2023-05-23,2023_05_23,52f1f550-4e8b-485f-ad85-de7115173ed9,Cavanillesia platanifolia
59,no,0,0,good,kt6Bk4jcD01qMbpPzN5I,52f1f550-4e8b-485f-ad85-de7115173ed9_2024-02-15,2024_02_15,52f1f550-4e8b-485f-ad85-de7115173ed9,Cavanillesia platanifolia
60,no,0,0,good,7RD3TZmYCPIv2lvnU0Qp,54cc22ba-640a-42b9-bae0-eb02554086cf_2018-04-04,2018_04_04,54cc22ba-640a-42b9-bae0-eb02554086cf,Ceiba pentandra
61,no,0,0,good,bfjHpaoawrHuxouKavEc,54cc22ba-640a-42b9-bae0-eb02554086cf_2022-11-24,2022_11_24,54cc22ba-640a-42b9-bae0-eb02554086cf,Ceiba pentandra
62,no,0,0,good,s0bwMbL5q0idKTdr7PLq,55361361-366c-4089-8c16-72a4781539c2_2018-04-25,2018_04_25,55361361-366c-4089-8c16-72a4781539c2,Pseudobombax septenatum
63,no,0,0,good,QbUa92Vua0SUKVQMqGpE,553c3929-d889-4c5f-947e-7c72d18d1b76_2022-04-27,2022_04_27,553c3929-d889-4c5f-947e-7c72d18d1b76,Hura crepitans
64,no,0,0,good,MPO5NUE6Qfo24ugNzc5T,5a079ffa-e211-4364-ba7c-2bc0822e2316_2023-03-28,2023_03_28,5a079ffa-e211-4364-ba7c-2bc0822e2316,Jacaranda copaia
65,no,0,0,good,EKEE1wUmA7Psx3pPNW1U,5d38cc30-e80b-480a-8f86-89f86488416e_2018-04-04,2018_04_04,5d38cc30-e80b-480a-8f86-89f86488416e,Hura crepitans
66,no,0,0,good,YIv6giSGuN3xQyOaNVYz,5d38cc30-e80b-480a-8f86-89f86488416e_2019-03-25,2019_03_25,5d38cc30-e80b-480a-8f86-89f86488416e,Hura crepitans
67,no,0,0,good,HiW9Chyr0JuNtX8rk6Pk,60f88280-ea70-49e3-812f-79915e7c7882_2023-04-04,2023_04_04,60f88280-ea70-49e3-812f-79915e7c7882,Dipteryx oleifera
68,no,0,0,good,pmNxaDJi0n6nRYEtjOCw,678242d3-56fd-4587-ba5d-4739c3067eeb_2018-08-27,2018_08_27,678242d3-56fd-4587-ba5d-4739c3067eeb,Virola surinamensis
69,no,0,0,good,ncY0MXhJP7LNXJ1ZfjCm,6bf8d1d5-9961-4b9f-a019-a8c31949f892_2019-04-24,2019_04_24,6bf8d1d5-9961-4b9f-a019-a8c31949f892,Dipteryx oleifera
70,no,0,0,good,8ieXeoIXjvRk2wzVRxKJ,6bf8d1d5-9961-4b9f-a019-a8c31949f892_2023-05-02,2023_05_02,6bf8d1d5-9961-4b9f-a019-a8c31949f892,Dipteryx oleifera
71,no,0,0,good,nvkBI6mBhNrJLk4xnFmC,6c7504b5-b42b-4205-9c2d-a53f4095bcfa_2023-09-19,2023_09_19,6c7504b5-b42b-4205-9c2d-a53f4095bcfa,Jacaranda copaia
72,no,0,0,good,L1mVc69NjDGYkXtoqZOh,6caf7298-9341-4002-a089-20177a0b8644_2018-08-27,2018_08_27,6caf7298-9341-4002-a089-20177a0b8644,Sterculia apetala
73,no,0,0,good,iX4hgfk8r1F93KESimxV,6d8feebe-e21b-4031-8b62-2c68228d16fa_2023-11-27,2023_11_27,6d8feebe-e21b-4031-8b62-2c68228d16fa,Ceiba pentandra
74,no,0,0,good,bBl7D4kdebEjbqPekQa4,6d8feebe-e21b-4031-8b62-2c68228d16fa_2024-01-03,2024_01_03,6d8feebe-e21b-4031-8b62-2c68228d16fa,Ceiba pentandra
75,no,0,0,good,TC3Z5i8JeZMHQ1awbX57,6d8feebe-e21b-4031-8b62-2c68228d16fa_2024-02-08,2024_02_08,6d8feebe-e21b-4031-8b62-2c68228d16fa,Ceiba pentandra
76,no,0,0,good,bjQUZSOm3rnOT8gFECEs,6d8feebe-e21b-4031-8b62-2c68228d16fa_2024-02-15,2024_02_15,6d8feebe-e21b-4031-8b62-2c68228d16fa,Ceiba pentandra
77,no,0,0,good,UtayWKHfM55kL7ocBk6d,71e9d737-3268-4975-a45d-3ec5b2bdb355_2023-05-23,2023_05_23,71e9d737-3268-4975-a45d-3ec5b2bdb355,Dipteryx oleifera
78,no,0,0,good,odt9lDC7dFO3kOva0fiC,730783de-759d-4035-9caa-f2e9305f2825_2024-01-03,2024_01_03,730783de-759d-4035-9caa-f2e9305f2825,Jacaranda copaia
79,no,0,0,good,PGjk9dLz2qJfmxxwsPWd,73433e79-9f3f-4b44-b61a-d0f583311f22_2019-04-24,2019_04_24,73433e79-9f3f-4b44-b61a-d0f583311f22,Cavanillesia platanifolia
80,no,0,0,good,0wY5O0KIWQXeywvsG8af,73433e79-9f3f-4b44-b61a-d0f583311f22_2023-05-02,2023_05_02,73433e79-9f3f-4b44-b61a-d0f583311f22,Cavanillesia platanifolia
81,no,0,0,good,dtWqmVlYqgjxfGBc8DHZ,73e3e146-a5b2-4c79-8961-be8befe8b10e_2022-04-27,2022_04_27,73e3e146-a5b2-4c79-8961-be8befe8b10e,Hura crepitans
82,no,0,0,good,HoW1T078GkBPmpK8qyRF,76424c7c-518a-415d-bcb8-b8933683c2ed_2018-04-04,2018_04_04,76424c7c-518a-415d-bcb8-b8933683c2ed,Cavanillesia platanifolia
83,no,0,0,good,SNh6qmrpE4MRS7bpArY6,76424c7c-518a-415d-bcb8-b8933683c2ed_2018-04-25,2018_04_25,76424c7c-518a-415d-bcb8-b8933683c2ed,Cavanillesia platanifolia
84,no,0,0,good,XRJikuCIj4bRJI2rx3fG,76424c7c-518a-415d-bcb8-b8933683c2ed_2018-05-23,2018_05_23,76424c7c-518a-415d-bcb8-b8933683c2ed,Cavanillesia platanifolia
85,no,0,0,good,sarI1M6CBgye0AYn4t7Q,76424c7c-518a-415d-bcb8-b8933683c2ed_2019-04-24,2019_04_24,76424c7c-518a-415d-bcb8-b8933683c2ed,Cavanillesia platanifolia
86,no,0,0,good,EvYzeiM4lOFceo9lgGzY,76424c7c-518a-415d-bcb8-b8933683c2ed_2023-03-28,2023_03_28,76424c7c-518a-415d-bcb8-b8933683c2ed,Cavanillesia platanifolia
87,no,0,0,good,C3SNRvVrrj7sqToIcolm,76424c7c-518a-415d-bcb8-b8933683c2ed_2023-04-04,2023_04_04,76424c7c-518a-415d-bcb8-b8933683c2ed,Cavanillesia platanifolia
88,no,0,0,good,v3lmydORHkmN5kc2FhI1,76424c7c-518a-415d-bcb8-b8933683c2ed_2023-05-02,2023_05_02,76424c7c-518a-415d-bcb8-b8933683c2ed,Cavanillesia platanifolia
89,no,0,0,good,MotqrxcA7zVh4Ijajq9l,76424c7c-518a-415d-bcb8-b8933683c2ed_2023-05-23,2023_05_23,76424c7c-518a-415d-bcb8-b8933683c2ed,Cavanillesia platanifolia
90,no,0,0,good,WI1a8JMPahegn2aW875t,7b1093f4-9125-48a7-9f2a-1f0ed86fb1fc_2018-04-25,2018_04_25,7b1093f4-9125-48a7-9f2a-1f0ed86fb1fc,Handroanthus guayacan
91,no,0,0,good,nwboKRrSuMuorZufLYUB,7b1acde9-37eb-4fd9-82aa-bded8b60195e_2018-04-25,2018_04_25,7b1acde9-37eb-4fd9-82aa-bded8b60195e,Tabebuia rosea
92,no,0,0,good,ANdSfpzY40UUsqDjjL2L,7b1acde9-37eb-4fd9-82aa-bded8b60195e_2021-07-02,2021_07_02,7b1acde9-37eb-4fd9-82aa-bded8b60195e,Tabebuia rosea
93,no,0,0,good,33XXKDouKnk2BGwXIGtm,7b1acde9-37eb-4fd9-82aa-bded8b60195e_2023-06-13,2023_06_13,7b1acde9-37eb-4fd9-82aa-bded8b60195e,Tabebuia rosea
94,no,0,0,good,06XhgNhDS1wY5zORpU8t,80acabb6-ad48-4799-80bc-1a4c0fd71656_2024-01-03,2024_01_03,80acabb6-ad48-4799-80bc-1a4c0fd71656,Ceiba pentandra
95,no,0,0,good,Rp2ZrsOnszsZOJfcK4XL,81999dbd-1379-4dcb-9d85-3362649f7abc_2018-04-04,2018_04_04,81999dbd-1379-4dcb-9d85-3362649f7abc,Dipteryx oleifera
96,no,0,0,good,y4BSWmfy45CVtOcIhfk0,81999dbd-1379-4dcb-9d85-3362649f7abc_2019-04-24,2019_04_24,81999dbd-1379-4dcb-9d85-3362649f7abc,Dipteryx oleifera
97,no,0,0,good,oYtXQMgfgTmyRvYZruO3,843dc5c8-6c57-4f89-8243-8591c7c2daf8_2019-04-24,2019_04_24,843dc5c8-6c57-4f89-8243-8591c7c2daf8,Platypodium elegans
98,no,0,0,good,HoFSAQL5nta5amTAoJqO,90ccdd16-1d9a-4afc-bf13-5b84ac3a8b41_2024-02-15,2024_02_15,90ccdd16-1d9a-4afc-bf13-5b84ac3a8b41,Handroanthus guayacan
99,no,0,0,good,AqXXuzJkKHgJueevYPxJ,922bf85b-f020-438d-91b7-86a2b5645b25_2023-03-28,2023_03_28,922bf85b-f020-438d-91b7-86a2b5645b25,Dipteryx oleifera
100,no,0,0,good,3DQ1pK8GeloPAmY7c6P0,922bf85b-f020-438d-91b7-86a2b5645b25_2024-02-15,2024_02_15,922bf85b-f020-438d-91b7-86a2b5645b25,Dipteryx oleifera
101,no,0,0,good,L6USOBGCkL7nQ7gxPfr2,93d06e14-3d23-493c-a0b1-f74fd674eb46_2023-04-04,2023_04_04,93d06e14-3d23-493c-a0b1-f74fd674eb46,Dipteryx oleifera
102,no,0,0,okay,KzyYUxln4bPx0Tp7EEQV,93d06e14-3d23-493c-a0b1-f74fd674eb46_2023-05-23,2023_05_23,93d06e14-3d23-493c-a0b1-f74fd674eb46,Dipteryx oleifera
103,no,0,0,good,NkpZ87nbIqEkqNGAzmMi,956396f0-265d-4b40-a637-ec6c91b799c9_2023-03-28,2023_03_28,956396f0-265d-4b40-a637-ec6c91b799c9,Hura crepitans
104,no,0,0,good,cdbjDBKTtfpOoTOmAxMo,956396f0-265d-4b40-a637-ec6c91b799c9_2024-02-08,2024_02_08,956396f0-265d-4b40-a637-ec6c91b799c9,Hura crepitans
105,no,0,0,good,ZXz5IwBP7gjbpwSzv7ux,9da726b1-2365-4ac8-a6a0-ef21227629b8_2018-08-27,2018_08_27,9da726b1-2365-4ac8-a6a0-ef21227629b8,Tachigali panamensis
106,no,0,0,good,dVbRE3f6MQQeAsneGc1i,a114c3c2-1bd8-4aa7-8891-3402f47eba0a_2023-04-04,2023_04_04,a114c3c2-1bd8-4aa7-8891-3402f47eba0a,Platypodium elegans
107,no,0,0,good,7wqJeAKwZC2rO4Za3Ofw,a230d4dd-a9f9-4aa0-8432-ae08e0067648_2023-05-23,2023_05_23,a230d4dd-a9f9-4aa0-8432-ae08e0067648,Dipteryx oleifera
108,no,0,0,bad,NfUKkbl8uTqs6LBe8HYY,a30c93d4-9c1c-461d-8690-be2592f775ff_2018-04-25,2018_04_25,a30c93d4-9c1c-461d-8690-be2592f775ff,Dipteryx oleifera
109,no,0,0,good,aV1ctNrGCkZn1W1TZ4Y7,a366d4f8-2abc-4a52-aefe-20f8466233db_2023-05-23,2023_05_23,a366d4f8-2abc-4a52-aefe-20f8466233db,Dipteryx oleifera
110,no,0,0,good,VzjRAjTWkdKd5RJzAsDl,a42f8633-4ba9-41af-b907-f44ea6c492af_2019-04-24,2019_04_24,a42f8633-4ba9-41af-b907-f44ea6c492af,Dipteryx oleifera
111,no,0,0,good,Q4L97LHJSTqsJbw93Avx,a42f8633-4ba9-41af-b907-f44ea6c492af_2023-03-28,2023_03_28,a42f8633-4ba9-41af-b907-f44ea6c492af,Dipteryx oleifera
112,no,0,0,okay,WTy9FZDVanPzGxwnBk30,a42f8633-4ba9-41af-b907-f44ea6c492af_2023-05-02,2023_05_02,a42f8633-4ba9-41af-b907-f44ea6c492af,Dipteryx oleifera
113,no,0,0,good,SW0qPzDIf1X7AHCD0apt,a4a9ea87-c99a-4fac-9e0c-c743b17113ca_2023-04-04,2023_04_04,a4a9ea87-c99a-4fac-9e0c-c743b17113ca,Guapira standleyana
114,no,0,0,good,ZVVXTsjZDEkx5ImUEzED,a53ef977-6375-4f43-a45a-09e6655add4b_2023-03-07,2023_03_07,a53ef977-6375-4f43-a45a-09e6655add4b,Hura crepitans
115,no,0,0,good,kKAt2qDv2qulH2iUkh3U,a9fbce15-5d86-432a-93a4-9ee6f0bfb19e_2020-09-21,2020_09_21,a9fbce15-5d86-432a-93a4-9ee6f0bfb19e,Alseis blackiana
116,no,0,0,good,CVVVwUemSrS3EFt9rFXA,b0e0daf6-3d04-4565-ad3f-42b83e21c188_2022-07-27,2022_07_27,b0e0daf6-3d04-4565-ad3f-42b83e21c188,Ceiba pentandra
117,no,0,0,good,CAcZ94oBtM5W9RVIsq3u,b0e0daf6-3d04-4565-ad3f-42b83e21c188_2023-05-02,2023_05_02,b0e0daf6-3d04-4565-ad3f-42b83e21c188,Ceiba pentandra
118,no,0,0,good,S9OmuUBDFRLWWBHR1u5y,b0e0daf6-3d04-4565-ad3f-42b83e21c188_2023-11-27,2023_11_27,b0e0daf6-3d04-4565-ad3f-42b83e21c188,Ceiba pentandra
119,no,0,0,good,sLyyr1n2T4iyUqCZumEt,b0e0daf6-3d04-4565-ad3f-42b83e21c188_2024-01-03,2024_01_03,b0e0daf6-3d04-4565-ad3f-42b83e21c188,Ceiba pentandra
120,no,0,0,good,FgNxiXGQRj3fBCzxpTfp,b0e0daf6-3d04-4565-ad3f-42b83e21c188_2024-02-08,2024_02_08,b0e0daf6-3d04-4565-ad3f-42b83e21c188,Ceiba pentandra
121,no,0,0,good,3sWd8CVDGux5BVAnPejS,b0e0daf6-3d04-4565-ad3f-42b83e21c188_2024-02-15,2024_02_15,b0e0daf6-3d04-4565-ad3f-42b83e21c188,Ceiba pentandra
122,no,0,0,good,iomNPWtxETD9QcMwl4jx,b19d8062-e35f-431c-852f-f7f1adf57f02_2024-01-03,2024_01_03,b19d8062-e35f-431c-852f-f7f1adf57f02,Ficus obtusifolia
123,no,0,0,good,Muv4ZwANDLS10XmRPKgJ,b1a92135-9138-447c-b2e9-ccaa6e89f1a4_2022-03-30,2022_03_30,b1a92135-9138-447c-b2e9-ccaa6e89f1a4,Alseis blackiana
124,no,0,0,good,i9luBhoHGRaEt4Ro9rvR,b5133434-1910-4069-9e34-899fac89dea3_2022-11-24,2022_11_24,b5133434-1910-4069-9e34-899fac89dea3,Ceiba pentandra
125,no,0,0,good,7xfrcaxxApLbDymm4VnA,b5133434-1910-4069-9e34-899fac89dea3_2022-12-28,2022_12_28,b5133434-1910-4069-9e34-899fac89dea3,Ceiba pentandra
126,no,0,0,good,tpHIKeABNiWViORt7HKR,b5133434-1910-4069-9e34-899fac89dea3_2023-03-07,2023_03_07,b5133434-1910-4069-9e34-899fac89dea3,Ceiba pentandra
127,no,0,0,okay,SVxkVZwSIrErBFMf4CEj,b5133434-1910-4069-9e34-899fac89dea3_2023-03-21,2023_03_21,b5133434-1910-4069-9e34-899fac89dea3,Ceiba pentandra
